A,B,D,H,F,E
2019,2450,1441,545911,7493,958
2019,4772,1640,-3749719,8518,958
2667,3525,1216,2826489,3441,2342
2667,1339,1146,5578395,4920,2342
2667,299,361,7004950,3849,2342
2667,3307,553,5284118,6982,2342
2667,3231,706,4831803,3693,2342
298,3525,285,-915821,3441,561
298,4998,163,-725870,6071,561
2254,3525,308,3994816,3441,68
2254,2843,1357,1222565,8613,68
2254,2995,1704,-22964,9205,68
961,660,25,907021,2761,431
961,1845,1217,-1321844,135,431
961,4862,1953,-8571965,582,431
3285,660,1694,9673185,2761,1547
3285,3264,712,8467257,9707,1547
3285,2219,1743,6923508,6728,1547
4936,4835,1069,19195481,299,1595
4936,4757,5,24340311,199,1595
4936,1741,1271,22151285,508,1595
2544,4835,1733,-1907119,299,1992
2544,742,1384,5445008,9758,1992
2544,4468,1241,927148,7541,1992
2544,2039,1582,3246238,7796,1992
2544,1485,1790,3813786,820,1992
32,4835,1595,-7710801,299,182
32,451,1657,-746283,505,182
2125,634,1266,3712981,6641,869
1175,634,869,829679,6641,1434
1175,2210,1305,-1503425,86,1434
1175,109,571,1318386,1549,1434
1175,4007,58,1148219,1289,1434
1175,3723,1017,-2405666,8374,1434
4297,634,1666,17407965,6641,2287
4297,4533,313,17045380,3179,2287
4297,2727,1814,13517431,7920,2287
4297,1252,533,17796893,5396,2287
829,4137,238,-297365,2629,2149
829,3098,368,-452823,2801,2149
4633,4137,644,18800461,2629,455
4633,26,3,21464611,7990,455
4633,1195,1249,19972134,3398,455
4633,1344,1211,19837105,6253,455
3413,4137,1984,3440761,2629,86
3413,2432,1489,8027321,9040,86
1120,1467,1611,-1108937,9086,877
1120,4722,1537,-6003314,3550,877
1120,111,1257,1114873,8798,877
437,1467,1005,-1283366,9086,201
437,690,1900,-1120031,4995,201
4973,1467,514,23976691,9086,1648
4973,2101,1269,22064560,4948,1648
4973,3708,814,21712417,9255,1648
4973,3929,72,24447841,4398,1648
1661,1467,1287,870892,9086,2356
1661,3047,1289,-1168662,2226,2356
1318,512,1580,928164,2143,1421
1318,3541,235,904989,3114,1421
1318,1055,1730,-88026,2517,1421
1318,3211,297,783457,500,1421
51,512,77,-36823,2143,620
51,3004,29,-84515,840,620
609,512,1431,-361791,2143,376
609,979,761,-374138,8966,376
609,541,1699,-548278,397,376
609,1578,491,-403917,5008,376
3853,4185,1798,7320979,7622,2277
3853,4312,1555,8140449,356,2277
3853,4323,632,12113473,2642,2277
2695,4185,1339,1659310,7622,2121
2695,3182,1040,3953745,900,2121
2695,4588,1720,-628335,5074,2121
666,547,375,238431,3685,1824
666,3078,1471,-4084182,6610,1824
666,753,799,-158091,2533,1824
2901,547,1251,7731504,3685,173
2901,2481,854,6297027,8853,173
3208,547,1201,9634317,3685,1986
3208,3937,1556,4165292,2144,1986
999,3426,1102,-2777451,385,1094
999,4538,719,-2264821,2642,1094
999,4096,205,158321,9417,1094
999,3428,874,-1998071,548,1094
2447,3426,1613,461671,385,1577
2447,100,1009,5886909,1637,1577
4889,3426,683,21562363,385,462
4889,155,364,23845901,8473,462
4759,4895,193,21703346,1077,143
4759,4650,1894,13840981,7600,143
4759,823,1946,21046523,2656,143
4759,4988,223,21535757,6917,143
4759,687,640,22208401,1243,143
463,4895,1708,-8146291,1077,1778
463,2742,1774,-4649939,6512,1778
926,3434,1320,-3675404,4378,1784
2378,3434,1930,-972736,4378,27
2378,1219,1304,4065308,5792,27
2378,4516,1511,-1168792,6446,27
4930,1501,682,23281218,131,850
4930,1817,1255,22024565,6973,850
244,1501,1891,-2778855,131,619
244,3822,513,-1901150,1919,619
2668,1501,1370,5061854,131,2453
2668,3432,1041,3545512,5957,2453
2668,1443,31,7073491,5009,2453
3111,1501,766,8528555,131,558
3111,3270,458,8180661,9902,558
2940,1501,755,7510345,131,2491
2940,2883,1452,4457484,7580,2491
419,2315,991,-2118604,9026,1318
419,3987,824,-3109727,8622,1318
419,3657,1908,-6801995,6932,1318
1305,2315,1516,-1806515,9026,509
1305,4034,181,972871,6989,509
194,2315,1567,-3589969,9026,736
194,1258,75,-56714,6854,736
194,4238,299,-1229526,9285,736
3249,4316,1941,2178645,4789,2542
1969,4316,1990,-4711879,4789,2053
2602,4316,286,5536028,4789,2837
2602,454,734,6437168,839,2837
4254,4316,798,14652348,4789,2306
4254,2346,1870,13709496,4728,2306
4254,280,1174,17767796,5285,2306
4254,4130,1451,12103886,4226,2306
2627,3839,868,3568877,6834,599
2627,229,445,6799224,7568,599
2627,277,1257,6552940,4787,599
2627,4777,1018,2038143,4651,599
2627,2618,1162,3859013,4631,599
2627,412,294,6780001,6781,599
2627,2296,1184,4182665,1023,599
1768,3839,1886,-4114530,6834,2764
1768,1517,269,2717751,3103,2764
1768,1737,1246,961522,9122,2764
4544,3430,326,19529756,8139,2842
4544,2488,1471,16988088,7595,2842
476,3430,710,-2208724,8139,832
476,1601,819,-1084643,6543,832
476,1856,909,-1460528,7992,832
476,3372,932,-2916128,9892,832
1643,3750,1483,-2861801,7634,2188
1643,3636,217,1910437,5187,2188
1643,4548,278,1435105,1661,2188
1643,2565,1031,54934,7518,2188
1643,2880,1748,-2334791,9412,2188
4566,1884,1765,17523096,5045,1351
4566,4728,1113,15586092,7081,1351
4566,4367,1407,14703987,3564,1351
2135,1884,1620,1506145,5045,2120
2135,1434,725,3518575,586,2120
1386,1884,522,937548,5045,1537
1386,426,1739,1180182,4445,1537
1386,3658,150,1372296,2095,1537
1386,2308,1669,-1931056,715,1537
1386,2782,851,-446486,993,1537
1788,1884,1863,-312948,5045,2465
1788,3405,436,1712364,8629,2465
1622,1884,1121,518920,5045,2950
1622,3095,1725,-2707991,4408,2950
1622,3723,1251,-2026589,8374,2950
1172,1884,1014,-536792,5045,1417
1172,2399,311,627495,3021,1417
3538,1884,1660,9390004,5045,2146
3538,188,1894,12161372,1823,2146
3538,125,1614,12315694,136,2146
3538,1446,1252,10707052,5772,2146
3538,1299,1799,10180543,2114,2146
1979,817,1834,2418063,6110,147
1979,3505,1232,-401719,576,147
4867,817,132,23579845,6110,2755
4867,1519,1459,21471468,5266,2755
2214,817,1718,3498190,6110,2584
2214,2042,1807,1211902,276,2584
2214,498,9,4897314,1997,2584
2214,91,316,4873040,7680,2584
4019,2078,111,15921703,2580,107
4019,3327,1670,10596271,1813,107
720,2078,1519,-2638082,2580,1084
720,844,476,116656,6998,1084
720,4564,569,-2078516,1392,1084
720,14,1956,491016,2649,1084
720,2178,388,-326664,8947,1084
1523,3759,1381,-2871650,7797,437
1523,4668,166,1544641,540,437
1523,4111,1612,-4307403,2535,437
878,3759,1844,-6160712,7797,1686
878,1024,1723,-993468,3755,1686
3566,3998,249,11720854,1040,869
3566,706,396,12436780,8175,869
1122,3998,56,1034996,1040,734
1499,4133,202,1412135,5516,512
1499,3713,567,141730,532,512
1499,518,1864,1281449,3911,512
2331,3389,17,5375948,589,2422
2331,46,661,5403155,2817,2422
1415,3389,62,1792107,589,161
1415,785,1288,991145,6213,161
1415,3466,1707,-3914237,3961,161
1895,3389,1478,-1417917,589,1858
1895,2278,1768,-436479,2267,1858
1895,451,479,3374996,505,1858
4954,3389,1275,20221141,589,2030
4954,2400,800,22622116,5308,2030
4954,1964,131,24284832,475,2030
1383,4153,1921,-6065224,3914,1951
1383,879,709,1289478,2619,1951
1383,3443,1618,-3658085,8212,1951
1383,2084,485,901949,3155,1951
343,4153,969,-3906608,3914,2385
343,2003,427,-737632,3001,2385
309,4153,600,-2396319,3914,901
2240,709,847,4417077,5838,2478
2240,4024,782,1870832,6257,2478
4022,709,1031,15445505,5838,539
4022,2875,109,15863109,3930,539
1852,3614,1162,-769564,7744,2119
1852,795,1014,2623774,1538,2119
1852,4271,180,2661124,2053,2119
1852,1470,1865,688354,1685,2119
1852,1849,903,1760257,5898,2119
750,3614,1231,-3886334,7744,1653
2958,3614,633,6462102,7744,467
2958,2581,514,7423130,8505,467
2958,3093,347,7676493,9999,467
2958,1085,480,8228964,5297,467
2958,4146,234,7779600,2924,467
2958,1247,1729,6593701,2097,467
4281,3614,150,17784861,7744,608
4281,208,467,18229825,5529,608
3743,1180,1902,11765689,6539,1903
3743,971,523,13502216,8408,1903
1399,1180,835,971901,6539,2574
1399,1568,857,613425,9784,2574
1399,2572,1665,-2325179,5807,2574
2018,935,1181,2968089,6006,728
2018,18,695,4059814,6421,728
20,935,1394,-1302990,6006,1155
20,1908,630,-1201640,8440,1155
20,1727,1044,-1802588,5386,1155
3667,4396,597,10822477,3312,1762
3667,4404,1509,6801253,7483,1762
3667,2514,1500,9675889,7647,1762
3667,3830,1887,6219679,9708,1762
3667,4278,215,12527119,9945,1762
1008,2369,1463,-2449783,7556,1750
2838,2369,54,7926318,7556,2057
2838,1779,249,7611273,4458,2057
2838,3781,1254,3312870,8574,2057
2838,4581,1441,1453023,6954,2057
2838,2611,278,7328386,9451,2057
2838,2958,453,6714270,4457,2057
405,2369,1962,-4483953,7556,2844
405,2840,1810,-4976375,4496,2844
2595,2369,110,6473435,7556,2295
2595,2113,1605,3342660,1076,2295
1557,3069,341,1377720,2382,2340
3960,3069,1612,10734372,2382,1846
3960,2337,184,15251592,760,1846
3960,1897,396,14930388,4287,1846
1163,2355,1200,-1473431,4599,1946
1163,1001,1443,-91874,7238,1946
1163,4745,68,1029909,5971,1946
2552,2355,971,4225999,4599,2963
2552,3200,778,4023104,856,2963
2552,991,234,6280810,3276,2963
2389,2901,117,5367904,1449,327
2389,4429,262,4546923,1328,327
2389,1138,1939,3500739,8926,327
2389,3115,1522,966291,2300,327
3310,2901,1689,6056311,1449,1008
3310,1599,1504,8551204,5022,1008
3310,1913,429,10135423,570,1008
3310,4079,154,10327934,8004,1008
1949,2901,1186,358015,1449,2434
1949,6,79,3798127,9902,2434
2904,4357,56,8189224,2388,2114
2904,1076,1900,6388816,830,2114
2904,161,1529,8187047,2412,2114
4348,999,1393,17513497,9420,45
4348,2486,1496,15186048,9845,45
1155,999,1500,-164475,9420,480
1155,1450,1768,-1229575,2581,480
1155,1512,1513,-953631,2536,480
1155,1907,1690,-1888805,6764,480
3041,999,1221,8027902,9420,1954
3041,1657,947,7678502,1368,1954
2366,999,188,5410144,9420,2132
2366,3073,1298,1609202,5762,2132
871,4883,1542,-6770945,6437,2250
1309,4883,1657,-6377650,6437,1438
889,1450,1512,-1402079,2581,2042
889,639,379,548140,8822,2042
193,2341,1908,-4429379,4729,2464
29,4510,1260,-5681759,3889,1881
29,3958,1741,-6890037,2787,1881
29,1220,1225,-1493659,3278,1881
966,4510,1133,-4176674,3889,2140
966,617,831,420429,155,2140
1395,4599,225,911250,5080,1420
2834,4599,149,7346305,5080,2031
2834,3409,491,6357737,7123,2031
2480,2913,762,3930694,9667,2943
2480,3344,1504,1121024,8771,2943
2480,52,371,6131108,2045,2943
2480,3548,277,5167604,2859,2943
2480,4375,908,2177900,807,2943
468,2913,153,-226665,9667,657
468,59,64,215248,3952,657
2119,529,781,4077012,7400,1097
2119,2766,845,2152891,473,1097
2119,3856,160,3873201,6976,1097
2119,1006,1622,2858429,1435,1097
4449,529,401,19581472,7400,628
4449,1692,866,18328329,5304,628
4449,296,1512,19346049,982,628
3756,529,1556,13284412,7400,2043
3756,616,1078,13443488,4320,2043
3756,3346,1929,7653102,6798,2043
3756,3249,209,13428495,4668,2043
2759,4894,1782,-1109027,1668,2394
2759,1803,1203,5443072,3772,2394
1992,4894,130,3331844,1668,748
1992,1688,901,2447176,7581,748
2137,4894,922,54501,1668,2717
2137,4850,1912,-4706431,146,2717
454,4894,752,-3474172,1668,1831
454,1378,804,-901796,2317,1831
1158,3397,465,-238641,7798,2924
1158,4680,307,-95796,6886,2924
1158,3086,342,285552,3089,2924
1158,668,978,687660,825,2924
1244,3397,1655,-4074499,7798,1454
1244,4748,752,-2022960,2320,1454
1244,2933,1463,-2743443,1129,1454
1244,4554,1581,-5652338,1599,1454
981,1628,968,-613543,7943,1276
2925,1628,1222,6566209,7943,2101
1966,1628,953,2313672,7943,8
3286,4650,597,8021746,7600,1483
3286,222,223,10748290,4871,1483
1464,4650,67,1831746,7600,2282
1464,2821,1204,-1253188,4042,2282
2891,514,628,8035089,2080,2687
2891,2335,1910,3898031,9121,2687
2891,819,1034,7511035,1885,2687
2891,4096,1407,2594809,9417,2687
1926,514,1719,2825910,2080,1592
2327,514,529,5143023,2080,624
2327,2155,1804,1527309,3522,624
2327,883,1812,3814933,1711,624
1170,514,213,1259418,2080,2999
1170,3458,1205,-2797990,8546,2999
1170,896,720,723780,3782,2999
580,4960,724,-3254640,7788,1160
580,4446,1979,-8462234,4869,1160
580,2714,1960,-4983040,7458,1160
580,3165,1494,-4392110,7493,1160
580,2307,545,-920915,4509,1160
1553,1464,1597,73801,340,613
1553,4935,976,-2404751,4289,613
1381,1464,1768,-681191,340,1644
1381,221,617,1770804,4229,1644
1381,3798,1299,-3026441,9093,1644
1381,751,439,1577472,9430,1644
4958,4636,92,24155252,4124,2281
4958,706,93,24516106,8175,2281
4958,4205,1727,17319729,796,2281
3366,4636,353,9693448,4124,2585
3366,3082,1962,5283072,6905,2585
3366,975,1482,9885006,3942,2585
3366,1882,333,10703250,3965,2585
2360,4636,457,3450948,4124,2489
2360,2346,135,5252890,4728,2489
2360,3392,1424,739392,5233,2489
2360,4943,1990,-4266970,4025,2489
2360,2253,1196,2875012,8079,2489
2360,1594,1333,3444798,6435,2489
2782,4636,919,3479040,4124,1977
2782,4754,641,4692210,3525,1977
2782,4828,1180,2042484,5,1977
2782,1718,614,6684672,6838,1977
2782,2056,1016,5650628,2031,1977
2782,389,959,7366473,4599,1977
2402,4636,216,4768228,4124,622
2402,1907,1991,1972767,6764,622
4883,236,279,23777845,2409,1693
3643,3471,1497,8075362,3464,46
4806,3471,715,20615871,3464,826
4806,968,244,22861444,6378,826
2190,3471,93,4473297,3464,704
2190,4468,1975,-4028200,7541,704
2190,669,1253,3957843,3415,704
4358,2265,1293,16063519,5014,1724
4358,3580,1381,14048184,3485,1724
4358,3034,1889,13260938,5787,1724
4358,3044,335,17972424,7883,1724
3424,2265,1789,7671691,5014,118
3424,672,234,11566528,2651,118
4922,2265,707,22624729,5014,1902
4922,1530,1816,21447604,2466,1902
4920,2265,1785,20163375,5014,1041
4920,126,843,24100182,6676,1041
3541,2349,1634,8700415,2066,2251
2077,2349,445,3268624,2066,314
2077,2656,72,4122697,7608,314
2077,3187,873,1531678,2171,314
2081,2349,847,2340958,2066,2953
2081,1221,1338,2696863,4511,2953
4657,2349,678,20095027,2066,2760
4657,65,1524,21588589,7568,2760
4657,1858,369,21002047,126,2760
4657,299,1834,21139283,3849,2760
3744,4938,683,10644882,4333,1281
3744,3458,366,12751908,8546,1281
3744,1096,1451,12427240,4645,1281
4800,909,998,22132818,4935,2656
4800,3730,965,19440550,1589,2656
4800,3776,417,21465408,4786,2656
4800,2375,765,21223125,4119,2656
4800,556,233,22910452,7232,2656
4800,387,1755,22360815,7457,2656
2954,909,32,8697028,4935,2481
2954,2152,309,8061148,5201,2481
2954,3163,1346,4468718,1982,2481
2954,4386,696,5673460,6813,2481
2954,2001,965,6795151,3596,2481
1108,909,1154,178678,4935,1971
1108,2090,1426,-1752676,7332,1971
1108,3092,107,896820,8180,1971
1108,347,726,975742,1249,1971
1133,909,590,747379,4935,1684
1133,804,236,1093945,5870,1684
1133,4261,1615,-5597826,3607,1684
1133,4718,1649,-6496293,9306,1684
706,1490,687,-525194,2843,1206
706,1372,732,-505868,522,1206
1774,4356,248,2066788,9920,2697
1774,500,1870,2212076,3480,2697
1774,2695,741,1150081,8870,2697
2545,4356,109,6002221,9920,2650
2545,1198,546,5822917,261,2650
2545,436,777,6138253,4018,2650
3937,4356,297,14206237,9920,682
3937,1777,1631,12601682,3930,682
2168,200,765,4547224,83,1433
2168,2063,960,2719744,5635,1433
2168,3287,94,4391246,9699,1433
2168,1402,6,4691812,8331,1433
1401,4267,1612,-4915603,822,372
1401,4607,654,-1050177,6857,372
597,4267,1268,-5054147,822,2296
597,370,1980,-376191,463,2296
597,938,690,-290811,5197,2296
597,4662,1834,-8193699,5680,2296
780,4267,518,-1601906,822,582
780,951,69,542781,5564,582
2841,4267,249,7008798,822,1534
2841,4537,1987,-943738,2752,1534
2841,2081,1396,5166205,3960,1534
3316,3561,1742,4792594,6843,1328
3316,4518,1597,3780610,3581,1328
3316,1405,1701,8605951,4738,1328
2560,3561,1493,1237027,6843,286
2560,4947,327,4935931,9370,286
1419,3561,1279,-2540958,6843,1335
1419,1235,1958,-404569,4571,1335
605,3561,1288,-4220543,6843,2459
605,165,1972,40645,8340,2459
550,3561,240,-552140,6843,785
550,145,1781,44255,1072,785
3049,3561,87,8986594,6843,2016
3049,3738,1853,2369887,3919,2016
3049,4212,35,9148981,9935,2016
3849,4762,135,14171931,6280,1847
3849,4314,1373,8891679,8679,1847
3825,4762,1506,7459053,6280,709
3825,1936,1968,10820577,7700,709
3825,1455,1176,12919545,3780,709
4461,4762,1841,11133679,6280,1042
4461,2082,1494,16790013,2648,1042
4709,983,59,22116684,44,718
2178,983,1763,3010655,44,242
2178,1060,1186,3486524,2742,242
2178,4010,1610,-1712416,6984,242
2692,2457,337,6418855,5654,1812
2692,3640,1770,804064,6257,1812
2692,1508,1452,5057248,5832,1812
2692,4602,1459,532546,1380,1812
3452,2457,1842,7390510,5654,683
3452,3774,1000,8142304,5420,683
3452,610,25,11901054,4956,683
3717,495,1260,13192389,8564,1135
3717,1800,831,12320289,884,1135
121,495,1864,-908039,8564,212
121,4941,1562,-7703201,7211,212
3993,495,1539,15182244,8564,1113
3993,3858,1647,9589923,1786,1113
4008,495,884,15626484,8564,2244
3066,495,956,8927136,8564,2941
3066,2634,1537,5351898,9343,2941
3066,3222,1576,4322484,5782,2941
6,495,1725,-853839,8564,143
6,1712,1074,-1838652,7463,143
6,3771,318,-1199142,5924,143
6,2056,1319,-2711828,2031,143
6,4106,1560,-6405324,4418,143
4579,3364,1615,15534381,1953,1920
4579,3787,1802,14143067,4412,1920
4579,3087,919,18130288,435,1920
4579,1876,943,19198173,2933,1920
4666,3364,1042,18266268,1953,1182
4666,324,1459,21298840,5358,1182
4666,664,1106,21037172,3885,1182
1456,1133,1400,533736,668,1565
1456,1168,139,1957584,5041,1565
1456,4168,329,748664,1008,1565
1456,4651,556,-466020,423,1565
1456,3309,1187,-1807847,4450,1565
1456,946,1143,1038658,4101,1565
3464,375,983,11630671,7889,403
3464,3665,782,9133266,8571,403
2442,375,1071,5561739,7889,1636
2442,2556,1643,1763856,8572,1636
2442,2562,652,4292940,5692,1636
2442,3225,1708,455064,4953,1636
2442,3641,1507,476377,5358,1636
2442,1781,44,5885000,7778,1636
4683,375,205,21853614,7889,460
4683,3465,1279,17498754,6441,460
4683,3116,248,21157721,5738,460
2693,2813,50,7111599,2707,348
2693,4148,1124,2589897,8715,348
2767,713,1324,6712277,3694,2559
2767,3586,1211,3313643,4552,2559
2767,4827,1020,2732749,2411,2559
2767,2689,781,5556180,8594,2559
2767,4310,179,6884799,1365,2559
2767,4253,1951,-641314,4039,2559
2767,1798,912,6016513,3022,2559
2419,713,887,5219130,3694,256
2162,713,1181,3832191,3694,2225
2162,3464,1913,-1952388,5592,2225
2162,3006,1872,-952988,7271,2225
2162,2004,1730,1207324,4612,2225
2162,2658,1545,567634,510,2225
4200,713,1940,16256780,3694,72
4200,362,254,17548052,1376,72
950,713,1497,-164861,3694,1857
2407,174,737,5665411,5748,213
2407,1110,1009,4673659,7528,213
634,3583,1006,-3202542,2174,2688
634,3516,1324,-4253228,9421,2688
4654,3583,835,18667911,2174,255
4654,1250,368,21199716,3957,255
4654,749,1893,20241859,8148,255
3368,4748,744,7810912,2320,2253
3368,1842,656,10135072,6072,2253
4865,4748,1288,17552801,2320,912
4865,3028,1108,20313201,1426,912
4865,2427,772,21794581,6590,912
4865,4773,1524,16394173,8010,912
4865,297,9,23665552,3122,912
4865,4358,1012,19257929,6053,912
3923,4748,479,13115637,2320,1643
3923,608,1823,14281545,2348,1643
3923,4747,1030,10500519,1678,1643
3923,2970,214,14754349,7673,1643
4931,4748,451,22173413,2320,1988
4931,3184,1115,20764601,1326,1988
4931,1073,1926,22248163,7840,1988
4931,886,421,23941755,4209,1988
2152,4748,1203,-1080740,2320,954
2152,2268,416,3687616,474,954
1255,672,1128,817009,2651,495
711,672,1641,-597231,2651,2971
711,2288,1618,-3196463,7475,2971
711,1107,1219,-843912,13,2971
711,2080,786,-1129359,2868,2971
3854,672,1112,14106052,2651,2498
3854,1277,1145,13391151,1477,2498
2248,672,281,4864672,2651,465
2248,2548,779,3068612,1937,465
2111,4668,1951,-4650947,540,2932
2111,2804,926,1859817,5158,2932
2111,1321,578,3692783,9402,2932
835,2509,726,-1124309,4866,989
835,823,480,302185,2656,989
835,2182,1417,-2394669,6512,989
65,2509,180,-447395,4866,738
65,3590,1753,-6289045,3539,738
65,4529,354,-1599041,66,738
65,536,1626,-867311,5706,738
2801,2509,1474,4147335,4866,1203
2801,4313,793,4425392,9636,1203
2801,2388,1009,5436109,7094,1203
2801,1476,818,6638233,6572,1203
1747,2509,448,1927977,4866,2190
1747,4213,1671,-3987914,3166,2190
1747,4489,787,-480834,6845,2190
2123,4754,842,504261,3525,295
2123,2234,1371,1444315,5884,295
2123,3064,210,3863689,7220,295
3880,4754,1524,7809304,3525,2599
3880,3233,701,12788067,3789,2599
3880,989,1572,13499692,7887,2599
3880,1699,296,14551496,4546,2599
3880,4942,1464,7819312,9783,2599
3349,2530,1605,7155151,2081,119
3349,73,881,11151488,1787,119
3349,307,1950,10617151,4763,119
3349,2836,521,9738245,9249,119
3555,2530,198,12137085,2081,2383
3555,1250,623,11859275,3957,2383
3555,1167,1710,10642455,3463,2383
4639,2530,1354,18094701,2081,2139
1424,2560,1003,-539904,251,338
1424,2547,1381,-1489631,2793,338
3797,2560,1909,9530169,251,877
3797,1599,815,13114024,5022,877
3797,694,623,13984847,6607,877
4125,2560,1957,12005705,251,193
4125,212,211,16970893,7083,193
3537,4446,1823,4405311,4869,2310
