A,B,D,H
231,2959,1929,-5654550
704,1328,438,-86048
3146,2490,1703,5656846
2841,4537,1987,-943738
1156,671,1455,360031
2363,1083,849,4664302
469,797,233,34260
3670,1782,1340,11081020
3245,947,1755,8868040
4391,1502,227,18939927
4790,1445,654,21999070
1071,1709,337,571108
3728,4191,962,9866242
4993,1011,634,24289075
4480,4081,1710,13091890
507,2394,708,-1437903
484,2906,627,-1587806
4602,1200,52,21116004
2308,1666,873,3872446
2423,3439,823,3040632
538,2238,1603,-3298070
1331,1205,575,1078686
3754,4238,564,11702284
2967,2687,1894,3713911
3357,2267,789,9480786
3150,1224,368,9472068
16,1226,1465,-1795834
3479,1909,1059,10081810
2305,612,174,5206537
1940,4568,130,3169760
2077,2349,445,3268624
3969,3043,632,13829785
1675,194,601,2689031
4783,969,1673,21255952
4670,2983,758,19547786
3453,503,897,11472018
3696,3648,91,13328448
4272,2129,160,17909344
3553,1616,985,11032049
1316,2814,1048,-1217216
3681,2403,1184,10704609
1074,2039,779,-434905
4802,1898,516,22079836
2145,779,259,4399264
4606,2406,1618,17322328
3550,168,409,12533788
4998,1969,1435,22154489
4992,2546,1076,22180568
3986,4343,1385,9873141
1193,1998,1622,-1817507
3440,1090,750,11016100
4320,2050,457,17725550
674,2814,313,-426506
977,4209,30,828259
3727,3811,410,12328019
3659,416,94,13349177
2161,3205,1874,-1336249
4973,3708,814,21712417
2309,2405,1636,1396901
3959,3856,21,15592705
909,2987,154,366283
2839,4376,236,7027185
378,3385,1269,-4152681
1106,458,939,793174
745,351,1975,-138200
3821,4952,1500,7172041
4509,3555,1465,15123006
2281,852,1652,3795457
417,3590,1278,-4414131
2375,701,144,5539681
2967,3551,762,6097227
3485,2694,672,10334857
641,1969,320,-219199
1449,3100,1144,-1446799
1444,2972,1331,-1870596
4751,1279,1133,21122894
2373,466,1651,4861763
2605,2438,1611,2858407
1212,213,885,1280439
246,1048,1127,-1120580
298,4998,163,-725870
1642,4322,810,-804656
3649,2761,870,10913131
2795,3713,1591,1904642
4725,4422,957,18093771
772,1636,1967,-2622028
4026,515,959,15714791
3309,3209,401,9662672
369,2463,1171,-2748012
1333,3299,1340,-2643771
1003,37,1569,947956
4308,2753,1907,13308893
612,3676,1414,-4823320
3667,2514,1500,9675889
624,4609,1573,-6860581
3871,132,1823,14744005
1322,30,505,1732534
3968,4805,1826,6971094
4989,3193,1124,21301189
1068,4004,55,920404
4356,4687,59,18698203
135,4896,966,-4711311
1252,4665,633,-1385441
4881,3504,344,22618785
1127,811,251,1066568
812,3778,1581,-5313674
4494,16,331,20190740
1951,3054,1633,-1180781
4955,3353,37,24427964
4498,65,1203,20153809
4605,251,700,21030325
3496,397,1891,11471289
3610,1016,1162,11851508
2194,2561,213,4268143
3999,1974,1270,13485021
4951,892,742,23850537
2535,3557,523,4565914
2503,1784,989,4500633
1180,2411,1695,-2694245
4572,4340,1354,15026824
476,1601,819,-1084643
4591,1127,818,20155395
4472,3771,1852,13014892
3632,2753,1273,9686855
2092,2026,516,3331048
4866,4514,1930,14965936
2005,353,682,3779279
2074,2202,1287,1467502
3155,1077,815,9076270
3555,1250,623,11859275
2753,1801,748,6231861
3920,702,1286,14463628
4680,233,611,21760037
1243,1255,930,377899
3399,2294,231,11023287
2257,2465,794,3136839
514,1585,1919,-2777419
120,3051,521,-1575171
450,4122,758,-2921976
1176,1098,779,527634
1990,1128,1534,2229748
3387,229,848,11277577
2721,3065,378,6245271
274,2274,1151,-2542298
4080,4334,216,15710256
2360,2346,135,5252890
4621,3959,1101,16994782
2870,4617,1894,-507698
1696,460,693,2557636
3433,2392,843,9769033
3011,1138,1508,7350017
868,2738,174,277012
3226,2750,1727,5657826
3715,2576,1720,9370505
720,844,476,116656
4792,1262,1950,20502364
3997,1062,1040,14871529
3258,4916,1021,5595328
3161,354,41,9977407
2355,2964,1358,1520913
3406,1644,1932,8424628
2891,819,1034,7511035
4509,1998,1976,16383033
4236,1063,195,17736411
2095,3227,1374,-44873
4836,3903,578,21130962
2717,3882,1981,-308153
877,1502,645,-199661
1974,2009,658,2574754
3412,1698,865,10172974
1160,4109,167,659397
4555,3139,1918,14727423
2620,4715,1953,-2343995
3366,4636,353,9693448
1105,11,1739,1201896
4867,817,132,23579845
471,2566,494,-1045763
1327,2703,1862,-3272057
1683,4289,404,1099733
2414,3181,1070,2423726
3148,580,871,9404724
2736,4796,1514,224552
3847,2652,1984,9537841
1900,4581,1251,-2120831
763,979,1453,-840318
280,2049,1208,-2396792
1818,2606,771,1295898
3295,3260,43,10716845
954,4786,966,-3713160
1704,4625,71,2575241
4576,4825,1741,12539451
1235,297,26,1517503
382,4173,567,-2220167
3924,359,991,15042007
958,357,1936,226612
3467,1244,1666,9947585
1183,1267,423,863548
533,169,1259,71318
1167,4295,1564,-5355491
3991,227,1342,15623447
724,2742,772,-1592648
743,215,1305,271474
2831,4472,1593,890665
3564,1876,51,12606420
3325,1605,1893,8017360
3655,3639,1761,6950746
339,1617,1599,-2470662
4783,4765,900,18588589
2905,72,712,8387761
2466,3184,840,3406596
1934,39,1606,3677722
2564,640,41,6547856
975,3480,811,-1871655
2322,2741,511,3991033
3078,2778,1975,3987534
691,1607,933,-1021850
457,833,393,-118520
1621,1377,593,1811080
4932,1740,1035,22523724
553,620,1301,-500811
358,915,1439,-1188521
3723,2538,1453,10173015
560,2526,494,-934244
2017,893,1516,2714501
4651,3591,1296,16977865
436,872,4,186608
1141,4969,1169,-4506880
541,2574,1940,-4700879
601,2602,199,-156597
218,940,608,-523996
4554,4990,350,18992416
886,2436,910,-1431764
980,4743,1869,-7904267
4175,3216,1229,13478161
810,4219,481,-1373239
1616,1551,825,1331881
1771,4765,1917,-5998064
1699,1710,832,1463881
1607,2264,480,1495729
1893,910,1418,2293069
799,1855,836,-912379
2804,613,1371,7021993
4980,3638,908,21497096
1762,781,969,2347855
3562,1786,658,11512656
4220,1331,1189,16225841
4696,2940,724,19923856
426,3038,991,-2829182
1085,4629,169,394924
4442,2507,1895,14980599
4103,4293,1636,9811261
113,1850,1785,-3289481
4636,1406,1674,19138852
235,4813,1851,-8853638
1022,3549,1387,-3877979
1187,206,955,1212239
2091,3638,1822,-2256155
3594,1033,150,12761886
4644,2882,1604,16944008
3497,4716,414,10276585
2277,2024,1465,2219569
2620,3962,613,4435694
4862,2769,1162,20421466
1175,634,869,829679
2384,3943,1733,-1149763
3260,702,1171,9805558
2052,1080,1076,3048624
3991,3317,746,13453599
3632,2743,1299,9628267
3139,3873,1528,3935377
2512,4431,1136,1276528
2405,2053,93,5593096
2487,857,200,6013769
3188,199,372,10089316
2650,3391,1609,1566381
2807,3532,142,7377705
3794,2532,1505,10583776
3171,2145,1288,7292481
1216,2676,1601,-2805620
2840,2804,1339,4311044
3927,4093,164,14750077
1060,4328,680,-1819440
4449,296,1512,19346049
4435,848,977,18840729
2894,3644,1157,4159128
2001,4534,260,2825161
3421,3905,653,9153276
4843,3077,1913,17568348
4944,764,1946,22956392
2707,1879,69,7198198
2710,2556,1221,4223224
4353,4713,1256,13029081
2209,1802,673,3666935
4448,2,437,19783830
706,1372,732,-505868
4078,1195,595,15919059
2987,3915,1278,3918799
2264,3194,1678,-233836
1310,4564,364,54804
3446,2799,1805,6822721
1946,2944,1678,-1153116
4517,381,1412,19865317
10,3851,616,-2372116
887,4129,1116,-3821195
661,1841,476,-439395
1096,2225,1606,-2372134
4615,2162,1333,18416279
1163,1001,1443,-91874
420,3598,390,-1226820
1053,2630,1399,-2570561
3680,3021,143,13110397
1122,3998,56,1034996
2722,1847,1540,4564904
1766,899,1506,1764862
4023,3190,51,16021839
4026,1672,1083,14397900
1049,1172,1595,-768939
3330,2544,811,9025716
197,1123,1230,-1342481
988,4177,976,-3100608
3870,1844,1057,13027792
1083,557,1630,264979
1168,3745,1887,-5702591
4246,433,1944,17186764
1455,738,1144,1272753
3532,1674,1795,9470194
946,154,1001,740762
2575,3938,542,4496229
3403,3861,1105,7314004
413,2884,1526,-4230415
1976,3397,362,2674862
811,3459,1198,-3486161
2564,1435,216,6264136
156,4834,113,-521906
3841,3676,926,11349305
578,318,1932,-280292
1584,179,915,2345271
1153,2270,914,-745371
4942,3110,528,22781284
3610,2290,867,11046670
2170,3197,631,2691593
4769,4497,327,21272842
558,1615,122,114334
4889,155,364,23845901
1237,1696,476,722873
1437,912,1146,1019817
2427,4832,1891,-3246983
1284,4852,362,-107768
3182,4170,1065,5684074
3027,2890,337,8188799
1825,3058,1028,187001
2123,2234,1371,1444315
5,4019,1472,-5915943
2990,1010,1025,7904850
1804,2196,937,1196764
4629,2144,887,19525913
3645,1104,1624,11493129
3103,2874,1287,5929771
2970,4798,1821,83742
313,4499,1963,-8733568
1767,3302,1891,-3121793
1357,4338,1866,-6253259
3026,435,377,8992681
3767,2142,164,13839001
832,1363,405,140209
3667,4404,1509,6801253
4226,3673,830,14810486
1951,2126,1026,1625125
3108,4263,101,9229101
1156,4381,1434,-4946018
912,2052,1710,-2677176
1833,3113,767,972218
389,4252,1716,-7145111
4049,4447,1483,9799500
3382,2584,984,8895268
4682,1690,1638,19152904
1271,1381,600,786841
2260,425,679,4819025
3183,3619,1211,5748880
2954,909,32,8697028
2017,3334,883,1124367
3760,943,1151,13052207
4969,2087,719,23190408
2541,1228,551,5780053
456,1460,1553,-2059444
2640,2990,79,6733390
3591,2374,1674,8921205
3713,3950,1036,9694169
3964,898,833,14965262
672,3979,1728,-6424128
3284,3720,1552,5011216
257,4725,1851,-8679926
69,832,1337,-1107623
2487,2239,1431,2981160
2876,1264,1948,5809104
3632,977,1932,11303860
3676,2423,290,12810306
4101,2712,1104,13824153
1851,3480,516,1630521
1307,2110,1112,-638071
774,3652,830,-2432084
2208,3542,218,4103108
1231,2017,1356,-1219691
429,3338,988,-3113903
1811,3917,455,1497486
2606,1540,1527,4439656
843,3504,910,-2477991
222,3308,1400,-4581916
3553,101,417,12581692
2057,2030,430,3358349
551,2498,494,-930411
3122,2446,1616,5794148
692,1629,1191,-1461275
2161,3621,208,3916753
1537,4791,1018,-2514869
3647,4451,251,12183408
3376,4098,1368,5791312
1241,1679,1689,-1295750
545,4765,1844,-8489635
1542,3559,944,-981932
1882,2733,1140,426304
1556,1457,204,2123908
1277,4296,1973,-6845279
360,4465,801,-3446865
11,2347,1010,-2370349
4734,3776,641,19990340
3580,1857,1085,10801555
4450,2874,958,17049208
516,645,791,-243939
367,3246,712,-2176463
2649,3541,34,6896807
3334,1342,872,9945332
533,2007,1878,-3485057
4607,3885,1655,14794774
2991,324,1979,8304885
94,4508,1611,-7253552
4211,2649,1059,14927230
3313,979,1904,9111953
2755,4443,1603,467896
560,614,770,-159180
1199,2978,1231,-2228317
1417,2522,353,1117623
326,110,206,83616
2896,4045,761,5308571
3573,1793,1242,10539423
342,2275,984,-2121636
776,4519,1026,-4034318
2790,893,332,7487624
338,936,29,87100
4664,752,1777,20416592
2023,2598,328,3240385
4518,4115,1392,14684244
238,187,419,-21709
2254,2995,1704,-22964
4449,529,401,19581472
3368,4748,744,7810912
1916,3904,1490,-2145904
586,4315,1019,-4053589
143,1685,962,-1600521
933,4930,1127,-4685621
914,2679,1837,-4085927
1863,4501,684,392085
1691,4710,1230,-2933819
1080,1178,38,1121636
3824,2275,1246,11788326
2806,4737,1225,2070811
3506,2711,1584,7997812
4704,2386,1700,18071416
1849,4081,400,1786401
304,4637,1494,-6835262
4102,3493,116,16421216
122,2195,876,-1907936
1238,4362,1510,-5053976
4284,2908,1208,14839792
457,971,1239,-994220
143,3407,1853,-6292722
4213,760,787,17151249
2460,4489,1562,-960218
3661,3863,340,12089501
2139,2217,834,2726343
3999,2194,523,14844539
2319,4251,98,4961163
655,849,1288,-664487
4858,2835,151,23172079
4521,3637,1469,15096688
2999,116,1349,8837517
1355,2112,1550,-1437575
4388,3297,1233,15189343
2361,1936,891,3849345
1942,1638,1951,575626
1076,4635,270,-93674
359,4837,1301,-6164056
1707,1176,1021,1713153
2582,4498,1383,445990
2924,2941,1860,3079516
1412,3911,578,-266814
3309,1615,1531,8476916
2228,1705,600,3940984
244,1501,1891,-2778855
3477,3480,1549,6699009
2262,3974,659,2497778
4747,343,1009,22187922
2138,4321,404,2825360
413,29,1035,140554
2854,2820,855,5734216
3940,3838,798,12460876
3164,4787,1546,2610194
1121,4190,417,-490589
4673,3245,886,18961859
4219,287,234,17732803
2891,4096,1407,2594809
2063,1374,1878,1675597
1247,1019,627,916096
1090,4091,851,-2293341
4717,4562,1918,13500173
2958,1085,480,8228964
2906,3168,225,7732036
2113,1799,1644,1507213
2899,4833,1227,2474110
4743,1914,237,22042431
1739,2494,1208,11369
1,3687,893,-3292490
1718,3239,777,434821
3087,3366,1085,5877459
289,1218,605,-653369
522,1495,1695,-2261541
3776,3905,1029,10239931
1042,1699,1125,-825611
4856,4667,1074,18568378
1550,618,1394,1541008
4788,860,1109,21971204
3519,3904,1970,4692481
3152,3049,650,7953254
3589,2673,1381,9189508
3385,1638,260,11032345
3613,2513,934,10706627
3491,4387,976,7905369
2895,4301,354,6858471
1546,4382,1388,-3692100
2324,1786,474,4554412
763,1690,56,487529
1817,2559,1317,-68714
4495,252,253,20141269
1570,871,1622,1052138
4245,939,1262,16835007
4302,3884,1061,14386280
4045,1793,1208,14196081
773,1667,1870,-2519761
1415,785,1288,991145
4435,1809,300,19126525
366,973,1892,-1706960
4269,2185,346,17468351
1411,926,509,1519587
3631,4076,727,10220909
2710,2131,943,5334567
3084,2266,491,8398450
3230,2785,1293,6831895
3273,1037,1444,9215101
3277,4821,1682,2629807
3537,859,450,12123819
3784,1396,291,13912420
4591,1259,615,20302996
2224,3226,1153,1226598
862,2168,470,-275916
2958,4146,234,7779600
423,4705,253,-1011436
793,263,1061,349806
127,1014,1930,-1940891
1149,1898,331,691963
2356,2537,1335,2163841
121,495,1864,-908039
4974,1314,1732,22464828
51,512,77,-36823
3735,2106,563,12764547
3698,1241,1926,11285038
835,2509,726,-1124309
2769,2516,317,6869789
2106,2392,1659,466908
4122,33,602,16971018
986,4177,690,-1909934
4793,4796,409,21011285
2572,4443,728,3380680
4847,2794,1020,20643529
1291,2492,1283,-1530555
3427,3952,64,11491401
3201,1586,587,9315419
4236,3909,473,16094739
276,2471,1039,-2491193
3689,4743,705,10264906
3846,4065,1999,6665781
2782,2056,1016,5650628
643,2372,753,-1372667
2886,2384,1405,4979476
3011,4641,1136,3793945
4222,4644,151,17124040
3257,1018,97,10509303
475,4585,572,-2396995
2905,2677,1601,4153148
1242,2991,427,265407
1321,1570,119,1558211
2094,1654,1897,1247198
3167,3411,1040,6482449
1104,2274,1365,-1885194
823,847,1238,-371257
1050,145,1587,872385
4263,3694,25,18080819
2082,2868,1161,1004976
4010,1823,1967,12494259
4069,1580,202,16237601
133,1356,939,-1255595
802,3275,368,-561996
3191,2402,1566,6420949
1034,741,1177,196999
4000,1757,1334,13656162
4232,3969,1250,12948574
2536,1856,812,4924224
3206,857,1950,8607286
2695,4185,1339,1659310
3344,231,408,11088088
907,2188,695,-698011
1945,3050,1841,-1832025
2792,2123,1504,4602272
1096,2050,1707,-2298134
4014,4787,1338,9707190
4294,3206,1536,13514020
4745,393,293,22399876
2614,2074,10,6812256
520,4584,112,-243008
3001,2501,1038,6409963
1801,2137,817,1497672
549,3818,1102,-3906035
1964,2331,1702,-110066
3496,2409,297,11506543
650,2652,616,-1211132
620,4447,1996,-8491812
2545,4356,109,6002221
112,1161,1799,-2076095
3828,4729,1609,7044623
4594,3158,212,20435340
2984,2034,85,8731366
849,2483,1187,-2226520
4350,1734,1919,15594954
4313,1931,1986,14767003
1847,2337,338,2621503
1649,4167,591,256504
4086,395,12,16690656
977,4675,1597,-6511446
3948,564,305,15414684
2411,3586,510,3984061
196,2590,388,-966504
530,1092,1501,-1358192
2156,4648,188,3774512
4692,4881,1401,15176583
3071,2153,756,7803373
115,4441,766,-3388581
611,4406,932,-3733071
319,2284,753,-1618091
379,566,791,-304065
4674,4425,1548,14996376
955,706,1974,-481619
1780,3788,377,1740324
3603,1645,180,12685509
1918,1975,1695,331099
903,1339,1805,-1601486
4127,4562,1825,8706479
1803,658,416,2977081
3958,2311,244,15101880
1685,135,1333,2659270
2694,4161,312,5959404
4512,1549,228,20004972
1455,4166,499,38191
973,2273,1614,-2721893
1754,3738,1493,-2504318
2880,3953,615,5863305
3553,902,1475,11293359
254,3020,1998,-5969444
3584,1107,1851,10795999
3904,3115,263,14421971
3569,2885,1716,7787101
3534,3965,264,11442396
3533,3572,65,12249909
726,2387,1939,-4101317
1627,3812,82,2334545
2724,3677,1315,2584921
2758,2978,1573,2922170
2065,2142,1716,588553
3640,1993,263,12725441
2407,1110,1009,4673659
216,3967,1860,-7331964
4664,4844,719,18270060
1662,1854,430,1965024
519,959,387,-101772
3549,1432,1718,10135225
1310,1670,1230,-338000
4527,1302,1071,19099287
2389,3115,1522,966291
1751,3642,1815,-3544229
2882,134,1809,8063518
2267,1593,524,4304557
2162,2004,1730,1207324
2952,201,1987,8314917
1256,747,1397,533977
3022,2575,103,8867259
1792,1652,532,2332400
3783,4747,1246,8396327
1034,2534,668,-623556
2531,250,1107,6129211
120,4463,1570,-6992510
638,941,1272,-789908
4179,3494,1538,12090269
3293,3609,1861,4127500
2984,2793,501,7504963
623,2094,578,-822203
4121,3632,1862,10219857
3457,1201,74,11861975
3065,2378,1203,6533491
1192,1451,1596,-894932
4525,88,1148,20374601
1052,3423,893,-1950035
2771,1283,262,7342295
2497,2673,1237,2928508
3310,2901,1689,6056311
4729,3775,143,21823616
3917,4028,1142,10742913
4512,306,1497,19900062
60,1445,128,-181360
3158,3181,1944,3789100
1522,366,307,2204122
4951,4930,1999,14657331
2606,1778,1937,3347250
2585,4091,1639,-22924
2567,2232,109,6346201
2935,4037,1008,4544929
934,4524,1035,-3809984
4070,2300,1755,12528400
1512,847,1959,626871
693,3679,326,-719105
1218,4537,1775,-6569651
149,1973,365,-697944
2893,266,1221,8044663
2289,2556,71,5058045
3912,4449,1079,10503273
3520,867,1525,11068225
1054,3085,1357,-3075429
1707,2939,1264,-801047
3690,4053,1388,7990536
1713,432,270,2817729
4012,3771,861,12849313
943,1257,1953,-1565672
509,1215,1488,-1548839
1391,1858,1892,-1580455
1297,4147,666,-1079693
610,745,1155,-488375
2772,162,996,7522632
2676,823,1438,5977502
2649,4819,55,6752156
2379,4265,482,3603911
1354,1425,437,1210591
3468,2663,35,11933819
262,534,348,-117188
2603,4192,31,6645657
3475,1776,1221,9907129
2360,4943,1990,-4266970
2011,1984,1593,883609
4933,1981,1213,21931536
919,1851,1095,-1182284
1755,1832,1990,-565655
4663,2269,1685,17920304
254,3581,385,-1314169
3424,2265,1789,7671691
3478,3603,1730,5863294
3139,2027,6,9841159
2728,3300,499,5795284
4801,778,1414,21949509
3825,1455,1176,12919545
498,2136,507,-834948
4699,2909,1165,18691616
2296,1854,228,4848904
1125,1550,1539,-1119825
1523,4111,1612,-4307403
4776,2230,1519,19422806
1324,3697,1310,-3090094
1139,343,1973,620582
597,938,690,-290811
1716,3862,627,523182
825,2910,1636,-4080135
3725,3049,1428,9521653
3652,4528,1587,6151168
4992,1110,57,24856794
3960,1897,396,14930388
3965,2200,1339,12775425
1815,370,1980,2561625
656,2803,1733,-4427263
1173,2477,857,-746860
2790,652,1381,6883688
1094,3043,1373,-2981203
1218,2946,594,-266400
957,2123,285,310794
4708,2791,1700,17420564
2114,1891,500,3523496
4542,95,153,20615229
509,2227,1303,-2642700
3725,632,1063,13203809
1713,3987,445,1160154
680,2523,318,-339914
4865,4748,1288,17552801
1874,2030,423,2653186
1815,112,1045,3177185
2197,340,1717,4243029
2389,1138,1939,3500739
2900,3316,1994,1797896
3226,1044,1644,8690740
2155,1936,633,3418537
1524,1902,1153,129570
4048,525,1585,15554179
1495,345,126,2191555
2378,1219,1304,4065308
858,3352,1282,-3561100
3436,1901,409,11028587
4189,824,460,17168681
4272,2707,1647,13791555
4425,20,496,19570705
4769,2522,1337,19371447
4264,4399,924,14117020
2063,2158,731,2678471
4591,2954,981,18179407
1106,1224,1529,-648260
3771,73,1563,14106342
997,4352,1795,-6817831
728,2820,1107,-2591756
4633,4137,644,18800461
2318,3575,1124,1354824
2893,4161,693,5485876
2449,1231,1052,4702589
2816,3734,377,6522138
1629,3630,915,-667809
4726,4728,1705,14273836
2408,3433,1255,1490049
4462,164,1121,19725600
1351,671,1769,638202
4313,766,1284,17618425
2645,3602,641,4687143
826,3252,842,-2055908
4613,3611,1864,14548865
4245,4269,952,13955937
2813,1938,633,6686215
3703,2629,724,11808813
2336,2309,203,4988169
3930,3254,1067,11972882
4903,653,501,23712256
1793,1705,291,2718694
4660,755,456,21371320
709,1733,113,306852
4778,1247,806,21824202
15,4710,1868,-8798055
1770,3106,1819,-2516914
4600,76,13,21159012
4615,2639,318,20459023
2222,912,1788,3306628
2668,1501,1370,5061854
4156,716,1356,16301440
267,4574,144,-587367
1976,4627,1778,-4322230
1516,3988,1070,-1968904
2958,2581,514,7423130
