ORDERKEY,CUSTKEY,PARTKEY,SUPPKEY,ORDERDATE,REVENUE
801,78829,15332,17668,19940418,54
802,63427,427703,10108,19930908,90
802,63427,398251,2923,19930908,936
802,63427,392758,3390,19930908,554
802,63427,469793,10533,19930908,180
802,63427,395124,2058,19930908,819
803,102530,160201,10859,19970916,791
803,102530,296311,4935,19970916,496
803,102530,89097,12615,19970916,724
803,102530,436533,13679,19970916,237
803,102530,9175,9551,19970916,492
804,16171,375879,3596,19951024,257
804,16171,595123,17646,19951024,118
804,16171,226556,13618,19951024,354
804,16171,112532,12950,19951024,452
805,260831,593478,7658,19970330,104
805,260831,169867,5865,19970330,863
805,260831,139242,1694,19970330,494
805,260831,226052,8601,19970330,295
805,260831,52005,3940,19970330,75
806,171350,314255,18253,19980507,331
806,171350,479246,13260,19980507,964
806,171350,271005,5738,19980507,377
806,171350,173047,18002,19980507,279
807,163970,349704,15022,19950220,313
807,163970,464625,14738,19950220,451
807,163970,540682,16191,19950220,462
807,163970,237677,993,19950220,501
832,32636,308845,7869,19920625,332
832,32636,142233,13725,19920625,916
832,32636,107548,2815,19920625,113
833,111061,160668,4834,19920326,653
833,111061,335497,9234,19920326,129
833,111061,483522,15518,19920326,330
833,111061,138004,16691,19920326,822
833,111061,426554,16986,19920326,635
833,111061,284863,14969,19920326,154
833,111061,278517,18083,19920326,136
834,282172,432357,9111,19970617,766
834,282172,20852,12637,19970617,793
834,282172,48186,16444,19970617,646
834,282172,461559,12277,19970617,213
834,282172,17705,5865,19970617,749
834,282172,567732,16757,19970617,23
834,282172,67491,1410,19970617,515
835,34739,319293,12542,19931211,993
835,34739,553685,12496,19931211,852
835,34739,369613,224,19931211,346
836,52985,563745,18918,19960714,620
836,52985,250600,18481,19960714,595
836,52985,422012,7339,19960714,420
836,52985,150578,18986,19960714,784
836,52985,560768,3194,19960714,524
837,109517,169695,5937,19941202,411
837,109517,262023,18730,19941202,373
837,109517,404844,14469,19941202,659
837,109517,209559,17102,19941202,865
838,141760,401124,5604,19950610,348
838,141760,84732,4835,19950610,714
838,141760,284354,6702,19950610,918
838,141760,129455,4184,19950610,561
838,141760,139627,11761,19950610,597
838,141760,98721,1523,19950610,934
839,248623,471231,15574,19960305,95
839,248623,564945,4226,19960305,220
839,248623,14021,16489,19960305,778
839,248623,439576,3749,19960305,614
864,202031,388963,6489,19940818,480
864,202031,293821,11270,19940818,169
865,121733,591900,9742,19940321,403
866,260180,407107,2223,19920528,317
866,260180,440106,15356,19920528,981
867,43570,416393,2432,19970811,751
867,43570,514752,7876,19970811,442
867,43570,24048,4545,19970811,263
868,262601,503724,1871,19980707,1005
869,224617,186824,7668,19951130,217
870,234944,147329,19472,19950401,931
870,234944,557548,3842,19950401,0
871,88942,289175,1717,19951024,445
871,88942,163773,12953,19951024,63
871,88942,323899,19454,19951024,419
896,237035,116023,4959,19920817,219
896,237035,592861,17093,19920817,157
896,237035,5775,15984,19920817,768
896,237035,454987,674,19920817,42
896,237035,562441,18814,19920817,51
896,237035,530585,12278,19920817,619
896,237035,326666,9647,19920817,220
897,132686,271349,11157,19950316,287
897,132686,549508,19751,19950316,577
898,151357,480475,2321,19960623,803
898,151357,535536,15978,19960623,934
898,151357,144725,17361,19960623,189
898,151357,576498,10564,19960623,371
898,151357,386594,8214,19960623,493
898,151357,82608,16024,19960623,200
899,126178,180255,9599,19950118,619
899,126178,138208,8466,19950118,821
899,126178,254926,19032,19950118,27
899,126178,539110,14542,19950118,643
900,262489,595594,8353,19931114,1015
901,133429,63339,5478,19921130,166
901,133429,135666,278,19921130,637
901,133429,127843,7733,19921130,246
901,133429,53273,1134,19921130,251
901,133429,157589,10704,19921130,37
901,133429,185007,14658,19921130,416
901,133429,210076,10177,19921130,502
902,36050,331526,2898,19950227,333
902,36050,351633,5661,19950227,583
902,36050,494508,11075,19950227,148
903,176510,193100,16421,19980517,345
903,176510,26669,6321,19980517,600
903,176510,24714,6150,19980517,809
903,176510,166224,11414,19980517,600
928,197341,504442,4384,19970726,167
928,197341,143325,19163,19970726,492
928,197341,455320,6417,19970726,112
928,197341,153938,16764,19970726,123
928,197341,35174,1649,19970726,255
928,197341,162113,4412,19970726,169
928,197341,31011,8631,19970726,310
929,205861,386014,10623,19980117,15
929,205861,522653,9146,19980117,621
929,205861,219106,4099,19980117,16
930,274798,134412,17136,19971003,453
930,274798,51883,18146,19971003,519
930,274798,192688,16476,19971003,541
930,274798,298905,8260,19971003,491
930,274798,489715,19209,19971003,110
930,274798,433671,18323,19971003,420
930,274798,498586,14640,19971003,843
931,19277,119347,3860,19921127,626
931,19277,50363,19101,19921127,191
931,19277,438154,17834,19921127,440
931,19277,243972,11832,19921127,427
932,287824,131287,5567,19921022,533
932,287824,331622,18534,19921022,285
933,244105,144799,18388,19930522,523
933,244105,36396,2577,19930522,996
933,244105,297575,9190,19930522,484
933,244105,334101,5567,19930522,835
934,147127,353698,14087,19970730,779
934,147127,395869,16003,19970730,710
934,147127,562893,9091,19970730,373
934,147127,341267,8938,19970730,503
935,145649,82228,5128,19950717,299
935,145649,193658,18222,19950717,290
960,215005,320995,9617,19971230,1010
960,215005,348636,16423,19971230,428
960,215005,524328,17809,19971230,51
960,215005,168452,7394,19971230,87
961,63632,353762,11267,19920331,945
961,63632,271405,871,19920331,870
961,63632,290814,2733,19920331,441
961,63632,100427,6818,19920331,224
961,63632,75826,4080,19920331,563
961,63632,590964,897,19920331,401
961,63632,521044,13079,19920331,515
962,262837,169793,4746,19940410,793
962,262837,105828,5978,19940410,143
962,262837,238947,3480,19940410,411
962,262837,168922,8075,19940410,507
962,262837,455987,11763,19940410,910
962,262837,562062,11048,19940410,487
963,284054,579455,16204,19980226,9
963,284054,292448,5157,19980226,502
963,284054,561517,18271,19980226,62
964,191036,596808,663,19970207,445
964,191036,336692,2177,19970207,457
964,191036,170368,5953,19970207,364
965,126373,321620,7102,19961208,72
966,233546,538011,19465,19920318,887
966,233546,349680,12257,19920318,802
966,233546,63653,11074,19920318,151
967,299212,176870,14939,19960615,618
967,299212,253204,19005,19960615,161
992,249520,179718,19916,19980725,608
992,249520,113900,208,19980725,798
993,258559,523426,9370,19960915,954
993,258559,6434,7726,19960915,671
993,258559,119770,14417,19960915,595
994,75626,193457,4337,19941229,126
994,75626,27530,8872,19941229,372
994,75626,92235,15753,19941229,410
994,75626,391412,17203,19941229,413
994,75626,53124,1109,19941229,89
995,242248,516880,16544,19960403,493
995,242248,386119,7034,19960403,590
995,242248,495199,10873,19960403,319
996,132097,517188,12485,19960201,844
996,132097,177862,5955,19960201,35
996,132097,112645,18572,19960201,706
996,132097,224008,5486,19960201,72
997,135833,487841,82,19950831,714
997,135833,142313,2946,19950831,760
997,135833,244622,19053,19950831,784
998,230251,29770,17357,19930301,421
998,230251,541229,10518,19930301,892
998,230251,425254,8211,19930301,199
999,117919,180211,17682,19960403,654
999,117919,596273,7197,19960403,58
999,117919,351533,13923,19960403,99
999,117919,7929,2132,19960403,366
999,117919,55010,2347,19960403,1011
999,117919,542801,19733,19960403,244
999,117919,440781,9948,19960403,989
1024,44320,594204,12333,19931031,956
1024,44320,376030,10694,19931031,747
1024,44320,130693,18385,19931031,266
1024,44320,549775,7206,19931031,215
1024,44320,62485,19339,19931031,904
1024,44320,177924,17912,19931031,668
1025,284371,448005,1742,19960616,472
1025,284371,204741,1118,19960616,70
1025,284371,67335,13428,19960616,930
1025,284371,94353,8131,19960616,554
1026,106694,111639,15543,19960723,674
1026,106694,110565,14930,19960723,854
1026,106694,62152,7446,19960723,221
1026,106694,574301,17154,19960723,977
1026,106694,73971,230,19960723,686
1026,106694,28792,13069,19960723,85
1027,94774,467826,10385,19920210,1008
1027,94774,337240,13396,19920210,980
1027,94774,377075,16347,19920210,246
1027,94774,297686,19483,19920210,866
1027,94774,406279,8061,19920210,129
1027,94774,314873,9194,19920210,956
1027,94774,60998,17780,19920210,619
1028,134974,383432,6205,19960902,257
1028,134974,335628,14918,19960902,776
1028,134974,298667,14609,19960902,764
1028,134974,93717,5421,19960902,1007
1028,134974,85648,19277,19960902,233
1029,180839,408411,5967,19970520,223
1029,180839,150256,1644,19970520,115
1029,180839,537963,5413,19970520,125
1030,58019,193189,19952,19970810,836
1031,109474,136652,676,19920215,381
1031,109474,494364,9017,19920215,29
1056,8392,362909,7623,19980630,879
1056,8392,400220,16581,19980630,929
1056,8392,482010,8659,19980630,820
1056,8392,530886,2772,19980630,640
1057,39647,576719,9871,19920527,841
1057,39647,504234,5217,19920527,964
1057,39647,252428,13822,19920527,976
1057,39647,545683,14198,19920527,589
1057,39647,289211,18132,19920527,661
1057,39647,154381,10809,19920527,683
1057,39647,265236,13921,19920527,719
1058,31996,418663,19715,19950701,94
1058,31996,264263,19104,19950701,68
1058,31996,267747,232,19950701,694
1058,31996,12357,16309,19950701,940
1058,31996,81532,1770,19950701,340
1058,31996,504082,4454,19950701,702
1059,148717,532748,3368,19951019,150
1059,148717,86516,15850,19951019,829
1059,148717,263803,6743,19951019,63
1059,148717,329352,16023,19951019,261
1059,148717,414183,9665,19951019,764
1059,148717,567643,8373,19951019,491
1059,148717,366561,886,19951019,1002
1060,166030,586436,18900,19920110,947
1060,166030,22842,19100,19920110,706
1060,166030,489423,8114,19920110,824
1060,166030,329444,19268,19920110,965
1060,166030,158554,14735,19920110,329
1060,166030,214147,6045,19920110,555
1061,138703,450048,13879,19930109,32
1061,138703,355586,8180,19930109,658
1062,160952,408198,2809,19980103,550
1062,160952,172753,3325,19980103,5
1062,160952,57470,8770,19980103,636
1062,160952,492839,7333,19980103,797
1062,160952,131716,13968,19980103,504
1062,160952,345864,8645,19980103,396
1063,9983,285124,14691,19931113,190
1063,9983,476384,10073,19931113,344
1063,9983,182726,3647,19931113,615
1063,9983,266190,8168,19931113,701
1063,9983,241628,18053,19931113,599
1063,9983,235618,10174,19931113,944
1063,9983,21903,18674,19931113,464
1088,69025,320695,2894,19960710,743
1089,271537,450108,17741,19920323,79
1089,271537,149800,8001,19920323,229
1089,271537,75566,4335,19920323,840
1089,271537,421305,17640,19920323,956
1089,271537,259171,11579,19920323,105
1089,271537,477158,19053,19920323,814
1090,89914,64565,4031,19940302,775
1090,89914,337423,13764,19940302,894
1090,89914,461230,4062,19940302,849
1090,89914,483243,3804,19940302,1020
1090,89914,257928,4980,19940302,501
1090,89914,581390,3577,19940302,642
1091,77368,111699,799,19920330,34
1091,77368,511038,14745,19920330,637
1091,77368,11146,11786,19920330,273
1092,92888,550477,1914,19920321,711
1093,256933,260780,13138,19950805,1004
1093,256933,528898,17233,19950805,822
1093,256933,181302,660,19950805,303
1093,256933,335621,16765,19950805,159
1093,256933,172505,13120,19950805,864
1093,256933,78264,16718,19950805,669
1094,56015,343475,4948,19920328,978
1095,35723,408248,8461,19960121,429
1120,84359,533853,6937,19941117,194
1120,84359,57133,3752,19941117,919
1120,84359,226414,7165,19941117,998
1120,84359,136958,12675,19941117,16
1120,84359,247305,687,19941117,864
1120,84359,240183,9968,19941117,892
1120,84359,548195,3387,19941117,838
1121,20281,503177,15455,19940610,499
1122,48812,273526,16811,19970729,923
1122,48812,545299,14681,19970729,953
1122,48812,439265,16978,19970729,938
1122,48812,317038,6064,19970729,403
1122,48812,451056,1266,19970729,290
1122,48812,485441,15642,19970729,341
1122,48812,895,13082,19970729,897
1123,174046,33518,17762,19941022,275
1123,174046,532797,5586,19941022,524
1123,174046,302420,9045,19941022,770
1123,174046,157140,13242,19941022,373
1123,174046,437554,7684,19941022,78
1124,176807,593111,19373,19970907,371
1124,176807,15903,12596,19970907,54
1125,88298,396217,10848,19940928,898
1125,88298,413314,1881,19940928,898
1125,88298,363117,5304,19940928,625
1125,88298,293469,13668,19940928,439
1125,88298,331906,7329,19940928,996
1125,88298,130574,4172,19940928,995
1126,208198,105074,19191,19920911,622
1126,208198,171527,12815,19920911,612
1126,208198,440081,11849,19920911,924
1126,208198,225874,5623,19920911,795
1126,208198,55676,4281,19920911,793
1127,271496,127788,7428,19980209,120
1127,271496,329295,11367,19980209,891
1127,271496,58936,2586,19980209,375
1127,271496,522911,620,19980209,883
1152,32501,25936,152,19970311,1002
1152,32501,298812,5317,19970311,742
1153,242624,255174,15924,19970829,566
1153,242624,506976,7701,19970829,404
1153,242624,130177,2926,19970829,314
1153,242624,273376,1166,19970829,348
1153,242624,423634,14498,19970829,562
1154,172505,428170,8960,19920608,740
1155,83446,207985,2820,19941217,998
1156,267904,259827,12068,19940906,952
1156,267904,97462,434,19940906,599
1157,229759,144384,12359,19920319,579
1157,229759,246121,12549,19920319,822
1158,250711,132652,9989,19980306,853
1158,250711,468250,15788,19980306,801
1158,250711,263811,57,19980306,932
1158,250711,461277,10589,19980306,969
1158,250711,67755,8179,19980306,682
1159,187723,324097,792,19970826,539
1159,187723,286470,10222,19970826,822
1159,187723,292292,7795,19970826,264
1184,254512,140183,7892,19920722,802
1184,254512,439847,11508,19920722,802
1184,254512,491818,248,19920722,1002
1185,151195,215773,12921,19961029,1003
1186,117349,7371,2863,19920807,925
1186,117349,273369,13560,19920807,551
1186,117349,302322,221,19920807,231
1186,117349,317749,2044,19920807,103
1186,117349,390764,1316,19920807,978
1186,117349,567665,9595,19920807,349
1187,68869,533337,17622,19940419,353
1188,68414,344877,7266,19930403,96
1189,224584,152027,1269,19950623,546
1189,224584,314665,15508,19950623,859
1189,224584,169514,7113,19950623,580
1189,224584,208461,4592,19950623,665
1189,224584,200501,11763,19950623,263
1189,224584,219114,5522,19950623,666
1190,271196,251362,18846,19940508,334
1190,271196,25235,18163,19940508,228
1190,271196,523119,4601,19940508,289
1190,271196,254432,4577,19940508,36
1190,271196,24904,17128,19940508,714
1191,85294,144863,7479,19931125,587
1191,85294,497633,9711,19931125,26
1191,85294,305956,17994,19931125,740
1191,85294,202338,4466,19931125,878
1191,85294,491549,14132,19931125,111
1191,85294,48206,9604,19931125,441
1191,85294,190938,7973,19931125,1001
1216,125587,290750,15637,19920122,406
1217,238114,177442,11299,19930304,932
1217,238114,263062,18432,19930304,539
1217,238114,477029,19357,19930304,605
1217,238114,217296,8642,19930304,681
1218,268264,417165,8433,19980105,193
1219,1861,395644,14113,19920802,482
1219,1861,385795,7814,19920802,28
1219,1861,452563,13968,19920802,439
1219,1861,20272,16088,19920802,872
1219,1861,500732,7783,19920802,738
1219,1861,187018,689,19920802,583
1219,1861,395187,13867,19920802,99
1220,54103,506746,17256,19930413,907
1220,54103,479129,11492,19930413,578
1220,54103,110420,306,19930413,439
1220,54103,15431,11251,19930413,673
1221,285917,240145,5711,19951214,797
1221,285917,508408,121,19951214,614
1221,285917,204687,11524,19951214,18
1221,285917,359191,16128,19951214,208
1221,285917,322952,7025,19951214,412
1221,285917,252746,1074,19951214,89
1222,293204,213797,15624,19980402,610
1222,293204,475911,8619,19980402,590
1222,293204,22660,5790,19980402,882
1222,293204,444319,1108,19980402,362
1222,293204,64835,710,19980402,626
1222,293204,75221,4963,19980402,653
1223,64768,298379,4945,19960715,69
1223,64768,40538,7933,19960715,2
1223,64768,313994,1148,19960715,885
1223,64768,281407,3925,19960715,13
1223,64768,394172,4453,19960715,253
1223,64768,247888,10528,19960715,789
