DATEKEY,DATE,DAYOFWEEK,MONTH,YEAR,YEARMONTHNUM,YEARMONTH,DAYNUMINWEEK,DAYNUMINMONTH,DAYNUMINYEAR,MONTHNUMINYEAR,WEEKNUMINYEAR,SELLINGSEASON,LASTDAYINMONTHFL,HOLIDAYFL,WEEKDAYFL
19960525,4,403,38,1021,995,61,214,41,528,499,926,634,850,807,9
19960526,1012,298,454,487,474,180,779,641,601,432,421,101,123,591,928
19960527,562,52,573,95,944,477,379,899,816,836,513,127,839,435,868
19960528,563,409,1016,878,265,530,513,359,584,455,755,270,49,623,180
19960529,456,30,49,369,179,369,174,532,865,642,528,760,166,158,602
19960530,571,294,143,758,897,553,1,506,299,273,167,275,650,709,437
19960531,43,350,145,698,90,750,278,65,568,77,685,15,1009,254,997
19960601,319,213,763,471,588,87,621,529,596,377,276,358,686,380,703
19960602,650,412,26,9,212,99,451,690,871,92,624,246,656,975,484
19960603,712,708,595,616,683,992,728,69,701,405,449,961,701,388,861
19960604,677,365,284,266,516,435,592,651,330,487,83,107,715,913,468
19960605,736,439,104,908,1021,591,367,409,963,12,7,767,728,901,295
19960606,728,234,109,917,325,401,735,639,484,315,11,30,386,612,728
19960607,805,46,144,19,529,512,302,233,865,759,426,995,534,129,462
19960608,272,130,869,104,531,349,303,370,38,129,480,266,215,398,781
19960609,242,717,1015,349,343,338,231,1002,966,501,1,53,170,701,419
19960610,363,840,893,654,376,742,924,864,602,959,521,98,214,145,295
19960611,916,991,770,149,263,752,55,961,589,871,904,669,205,365,86
19960612,401,979,932,7,65,31,425,686,78,313,367,60,391,163,628
19960613,1018,672,239,712,302,877,756,336,119,632,862,583,474,385,901
19960614,673,534,34,678,489,706,190,539,170,298,515,589,271,786,179
19960615,473,459,786,90,966,434,79,6,195,496,664,173,11,15,4
19960616,586,100,150,307,9,462,315,384,537,721,554,228,549,700,466
19960617,60,463,738,637,793,128,202,760,622,419,76,239,67,747,80
19960618,703,529,648,916,409,143,108,718,332,975,339,363,450,214,578
19960619,806,706,593,446,781,88,576,788,170,574,219,446,13,329,395
19960620,287,503,109,966,575,555,150,885,148,167,835,131,852,601,334
19960621,894,429,436,979,945,296,25,932,754,115,783,194,400,853,853
19960622,936,839,10,809,299,996,286,534,210,760,611,877,440,275,510
19960623,235,677,162,36,1011,8,913,676,239,309,877,473,809,796,339
19960624,252,780,893,804,535,703,171,854,351,672,682,155,777,736,355
19960625,327,624,830,190,921,682,4,657,933,824,140,273,62,406,125
19960626,107,381,12,721,704,659,24,109,760,608,546,1012,208,464,676
19960627,746,712,356,154,39,558,379,775,105,182,715,574,348,159,835
19960628,810,39,491,209,272,618,511,955,681,464,256,613,111,425,234
19960629,78,447,976,735,619,904,350,539,939,867,432,282,415,722,364
19960630,23,414,958,816,54,983,879,399,633,986,154,158,239,611,1007
19960701,465,124,995,456,557,871,1013,43,893,705,758,840,587,310,810
19960702,31,27,64,906,395,739,637,402,672,664,519,517,879,877,26
19960703,994,101,565,54,509,217,1021,344,386,544,205,37,635,890,163
19960704,75,692,931,796,269,529,63,957,776,92,620,183,212,663,979
19960705,916,856,639,557,804,424,275,960,167,661,142,459,560,396,449
19960706,625,267,662,238,236,789,61,195,992,793,330,824,740,307,393
19960707,796,1018,393,720,320,856,270,924,83,1004,444,878,942,515,680
19960708,396,255,130,796,662,658,131,149,690,635,915,498,947,484,709
19960709,322,335,627,429,959,34,639,288,359,765,488,317,4,391,702
19960710,1018,525,303,92,209,996,863,53,894,652,971,1007,832,789,162
19960711,164,889,275,977,112,432,663,585,109,162,37,665,21,744,689
19960712,504,405,163,638,881,47,829,393,776,375,82,790,26,322,714
19960713,507,48,391,1010,604,475,41,1003,894,402,714,286,306,697,407
19960714,706,476,592,975,723,376,231,1012,232,817,201,156,956,373,875
19960715,525,910,87,750,689,645,877,564,94,836,23,189,895,511,621
19960716,712,113,211,117,590,400,634,934,648,417,895,917,307,266,993
19960717,158,991,417,10,1022,624,159,973,329,33,996,749,589,183,952
19960718,680,366,492,959,138,980,693,799,191,41,436,1006,673,87,887
19960719,817,198,362,176,693,608,964,953,215,541,44,208,649,985,187
19960720,44,298,312,788,477,135,567,582,329,281,220,16,200,430,428
19960721,105,760,74,167,725,432,729,263,160,832,974,272,785,709,846
19960722,963,438,935,779,838,872,1014,998,718,608,794,598,568,91,718
19960723,550,196,742,565,508,158,242,501,773,1003,119,119,331,925,791
19960724,13,892,776,854,162,677,454,712,947,828,713,324,292,741,270
19960725,237,226,1000,574,464,608,96,767,479,450,225,798,818,218,444
19960726,635,754,410,844,555,118,752,630,772,329,356,378,123,509,10
19960727,988,905,347,225,517,581,235,433,508,777,890,501,477,800,919
19960728,813,425,161,320,338,534,456,79,86,291,325,687,341,584,620
19960729,412,533,840,604,1018,667,382,381,845,544,328,256,143,71,638
19960730,692,686,226,95,743,301,213,969,560,683,878,214,704,376,11
19960731,884,863,1014,52,561,852,202,941,386,840,736,885,128,652,126
19960801,662,324,446,887,490,589,557,768,11,170,390,651,882,777,202
19960802,322,727,629,889,65,466,434,253,149,9,421,660,107,562,69
19960803,1002,164,980,65,59,332,68,834,769,283,233,253,356,218,594
19960804,950,312,643,976,137,10,676,174,100,513,484,846,478,1004,38
19960805,440,394,358,90,53,19,712,884,206,169,664,772,517,469,117
19960806,252,470,260,959,19,452,292,485,412,201,90,395,998,941,362
19960807,872,193,447,692,482,907,881,765,231,958,637,412,249,704,946
19960808,738,713,124,724,349,884,123,289,19,409,829,1010,272,448,232
19960809,108,388,13,533,42,577,942,282,969,749,294,404,434,49,757
19960810,772,939,932,395,839,699,997,535,528,593,641,614,922,554,107
19960811,636,205,347,1019,776,931,1000,157,897,629,388,271,146,656,963
19960812,967,321,946,216,378,370,363,593,520,871,162,923,515,70,345
19960813,637,803,441,888,637,162,904,88,140,543,174,970,274,109,1011
19960814,812,314,435,730,704,659,82,1018,71,516,197,872,876,481,163
19960815,1007,639,615,940,660,858,619,822,292,30,233,604,4,384,677
19960816,946,861,960,531,969,657,241,291,690,397,144,863,322,945,23
19960817,620,242,971,655,6,704,335,154,44,535,399,652,576,345,548
19960818,501,487,885,223,784,806,159,783,376,938,277,406,5,513,349
19960819,568,263,761,79,337,639,258,361,1020,445,463,124,753,392,880
19960820,513,558,307,336,228,725,629,584,43,565,965,423,275,458,52
19960821,827,613,78,891,813,543,439,498,820,893,878,126,4,56,803
19960822,503,1001,186,474,518,875,373,414,106,822,514,434,821,839,393
19960823,474,281,295,258,728,31,96,778,672,41,480,463,714,602,456
19960824,513,222,681,130,513,102,715,494,117,275,645,783,654,730,192
19960825,34,494,470,289,357,356,575,953,594,588,542,510,214,715,600
19960826,92,128,741,526,977,762,0,698,888,635,913,457,69,217,548
19960827,484,692,106,361,152,640,329,589,532,161,885,969,237,576,494
19960828,102,851,232,385,725,770,786,563,831,642,692,235,934,613,492
19960829,941,188,856,509,166,578,829,530,647,123,954,286,728,4,800
19960830,484,138,832,1009,615,810,304,606,614,889,80,838,355,371,525
19960831,487,997,606,122,923,618,512,69,865,666,533,811,496,1018,34
19960901,775,970,990,65,349,879,301,376,839,779,657,979,610,183,153
19960902,795,615,775,462,630,337,840,584,96,310,631,792,433,818,324
19960903,241,328,1000,174,75,615,793,539,73,545,387,814,787,585,973
19960904,557,948,456,55,540,144,730,356,985,744,490,42,481,314,488
19960905,973,740,277,935,767,417,325,839,389,537,205,128,423,1005,964
19960906,20,437,834,933,613,363,106,1016,847,665,463,406,267,324,283
19960907,571,909,373,12,159,893,399,282,556,307,212,968,441,418,642
19960908,281,816,915,964,974,330,730,893,720,253,181,39,66,837,625
19960909,880,934,324,440,305,212,139,554,465,704,11,173,391,602,938
19960910,692,690,913,153,858,1012,666,453,934,275,490,554,651,247,1005
19960911,532,274,878,494,907,312,248,737,387,222,704,378,610,96,50
19960912,655,247,901,957,847,713,528,584,121,607,308,206,794,1007,371
19960913,594,183,447,658,1023,937,136,736,591,869,68,343,495,351,765
19960914,344,108,339,122,199,588,309,567,973,860,849,297,322,271,482
19960915,452,944,679,1014,881,850,259,549,504,743,66,329,257,634,1015
19960916,473,671,728,308,62,633,106,479,5,348,1003,943,324,690,796
19960917,699,551,826,353,628,24,119,157,542,155,241,472,339,642,701
19960918,624,111,919,756,77,752,479,492,656,628,579,800,454,956,794
19960919,866,1021,940,805,805,908,335,629,508,964,706,148,585,585,753
19960920,45,708,652,284,511,458,998,932,113,928,206,350,357,375,817
19960921,547,420,656,776,97,856,767,20,597,311,287,654,586,293,684
19960922,597,879,212,438,41,213,994,827,60,422,629,126,917,560,376
19960923,824,596,933,618,894,328,700,207,609,472,81,411,623,421,943
19960924,69,879,423,741,674,519,463,329,444,958,762,863,250,910,596
19960925,920,478,780,741,115,317,511,652,889,871,99,770,267,157,897
19960926,770,572,74,645,232,201,17,536,628,438,403,775,418,596,206
19960927,683,583,693,342,923,195,615,761,587,950,456,525,452,489,738
19960928,564,156,262,75,818,10,880,875,779,855,193,733,143,300,448
19960929,65,624,366,246,223,899,256,58,174,583,300,482,149,710,56
19960930,284,777,981,685,235,75,596,218,25,351,490,636,737,750,356
19961001,397,266,192,660,220,935,377,344,785,559,941,200,554,1017,235
19961002,538,285,542,696,696,979,594,931,439,102,733,944,972,990,483
19961003,385,799,936,395,83,981,237,216,621,472,425,195,210,92,967
19961004,386,242,366,253,980,117,392,134,644,401,651,590,310,725,655
19961005,496,571,302,642,761,925,861,314,788,137,457,276,558,522,141
19961006,638,386,449,972,149,634,595,266,551,75,554,152,306,744,602
19961007,482,473,742,449,968,841,936,110,171,832,284,319,353,952,813
19961008,686,644,527,475,213,345,815,194,498,651,81,896,189,200,157
19961009,956,722,754,186,57,144,238,714,296,629,201,1001,956,462,564
19961010,535,672,990,406,895,250,932,767,607,733,494,654,562,800,344
19961011,123,244,542,408,733,628,931,193,699,416,931,594,542,1012,984
19961012,670,630,780,905,97,736,339,941,969,823,514,617,558,680,1012
19961013,725,975,684,972,764,352,780,1000,191,758,128,160,707,761,1001
19961014,965,135,341,435,368,135,797,453,823,869,208,288,844,414,800
19961015,285,302,633,43,424,184,29,232,50,554,659,712,948,385,567
19961016,422,704,262,601,847,838,453,949,982,95,801,674,1004,551,248
19961017,913,762,452,746,723,778,261,242,958,586,715,171,273,550,737
19961018,632,624,729,668,221,307,994,226,249,937,162,28,853,924,963
19961019,194,664,241,449,797,504,333,470,825,75,759,792,284,407,129
19961020,555,889,434,610,621,741,304,121,230,975,157,830,975,648,997
19961021,733,385,877,1011,905,318,619,41,154,422,811,25,307,786,961
19961022,673,733,775,96,456,351,489,326,452,894,203,683,347,346,99
19961023,882,891,494,312,101,620,945,787,38,474,737,289,461,568,234
19961024,263,709,637,196,811,798,572,450,640,723,886,753,336,34,980
19961025,33,606,477,178,339,179,989,744,774,939,484,219,921,760,953
19961026,946,1012,33,626,402,486,74,902,668,761,761,746,990,634,15
19961027,343,655,538,980,440,315,326,191,481,35,149,215,511,547,700
19961028,69,690,290,914,510,161,370,347,649,53,25,94,476,493,932
19961029,428,341,441,171,852,955,339,52,939,265,284,213,374,48,106
19961030,6,910,407,952,277,5,703,474,594,221,909,667,757,112,425
19961031,346,19,513,472,975,397,750,191,945,523,474,993,44,581,451
19961101,29,812,924,325,576,966,596,961,973,180,33,656,331,847,291
19961102,214,11,760,424,158,3,678,947,578,820,820,817,183,592,304
19961103,428,979,787,94,627,363,83,39,146,175,587,668,487,701,468
19961104,124,419,277,244,326,669,847,828,353,144,624,998,547,348,976
19961105,445,367,671,627,340,693,95,457,791,907,302,666,525,126,886
19961106,830,118,26,470,642,1,856,66,923,303,348,628,153,492,104
19961107,176,553,183,516,451,768,688,207,575,89,423,811,553,965,851
19961108,643,957,343,826,765,256,53,360,387,187,807,897,973,35,560
19961109,835,395,351,359,856,923,649,944,723,86,534,294,527,257,70
19961110,721,290,611,738,905,520,1019,221,760,178,707,117,659,736,219
19961111,225,739,700,503,396,435,428,231,63,401,581,640,667,926,476
19961112,726,840,119,96,496,219,526,674,891,997,550,180,568,301,333
19961113,503,990,141,344,286,814,328,858,373,612,146,776,478,999,903
19961114,426,301,156,830,430,606,146,477,149,1011,542,880,401,811,449
19961115,228,579,578,886,107,578,79,865,440,524,1017,621,886,379,81
19961116,599,142,470,595,210,59,226,524,122,309,752,522,969,764,536
19961117,541,137,636,951,310,17,119,975,368,113,198,478,702,273,358
19961118,162,568,762,451,689,575,710,125,470,890,614,579,730,441,792
19961119,752,530,206,693,30,52,916,469,540,165,382,604,59,821,753
19961120,177,319,134,950,848,899,624,955,825,871,467,179,866,879,711
19961121,341,758,166,461,871,195,679,339,1014,634,410,966,902,326,301
19961122,647,436,225,241,616,253,942,941,432,209,607,927,542,710,316
19961123,156,287,328,493,500,687,995,700,541,755,976,414,114,943,453
19961124,61,416,568,704,468,625,95,858,67,391,1009,473,24,667,1018
19961125,565,252,1000,225,557,680,373,368,444,741,976,357,959,2,824
19961126,220,433,383,418,114,742,865,911,393,1021,16,167,336,879,829
19961127,551,598,616,827,250,813,517,861,703,181,527,784,421,593,794
19961128,931,439,190,725,134,762,710,678,53,464,687,917,565,141,840
19961129,615,1017,124,24,608,318,298,469,501,620,195,72,749,860,366
19961130,134,942,585,209,9,567,500,149,68,649,706,85,515,384,341
19961201,945,371,959,10,249,677,595,354,496,375,593,959,206,836,50
19961202,319,454,757,248,957,1002,831,992,712,479,760,212,813,199,54
19961203,610,222,906,909,603,482,415,968,416,493,431,848,747,11,431
19961204,567,882,861,658,665,550,809,181,700,766,422,204,612,737,264
19961205,23,245,352,690,316,753,422,125,200,301,263,192,343,564,280
19961206,271,510,391,321,631,997,342,99,198,1008,439,422,427,346,728
19961207,904,51,863,858,781,890,1016,551,159,285,642,784,137,503,726
19961208,998,237,468,735,202,371,984,412,283,8,163,563,766,106,212
19961209,639,605,300,563,671,80,52,340,946,86,885,816,161,612,278
19961210,152,425,535,1018,125,244,190,10,709,855,491,529,112,159,645
19961211,342,751,285,191,734,348,181,449,81,838,404,187,868,34,623
19961212,353,250,1022,897,995,126,572,482,661,419,452,440,646,798,371
19961213,681,923,173,717,277,751,829,748,365,104,540,234,108,256,1
19961214,667,714,618,785,898,953,154,526,197,455,238,374,468,969,433
19961215,240,74,551,745,60,0,597,537,278,752,942,348,260,182,702
19961216,274,168,573,142,795,653,392,102,1013,32,877,940,604,424,524
19961217,4,253,205,421,952,730,123,837,323,61,236,825,592,78,558
19961218,984,787,399,406,608,88,608,719,376,36,705,841,818,957,345
19961219,279,991,643,971,454,636,80,66,737,747,527,863,83,211,316
19961220,43,814,176,881,85,705,38,807,943,416,689,82,24,206,647
19961221,102,107,649,361,943,731,129,211,1001,668,104,465,599,233,848
19961222,797,479,691,763,483,757,843,295,394,162,659,1007,570,191,885
19961223,768,718,148,664,1020,424,38,1023,829,110,1000,467,834,211,217
19961224,391,937,842,475,99,410,389,967,892,980,470,567,5,773,832
19961225,685,998,229,576,508,783,466,675,665,149,352,219,460,784,947
19961226,540,647,396,901,38,832,355,277,550,482,694,988,617,131,590
19961227,450,323,842,191,531,219,421,427,30,610,203,745,483,67,501
19961228,411,727,579,874,328,461,344,826,744,300,298,365,172,222,559
19961229,452,347,211,587,766,379,437,205,203,661,805,113,99,349,488
19961230,277,207,549,188,272,539,761,354,840,314,753,765,374,485,941
19961231,874,692,120,822,851,356,933,992,418,1006,531,702,583,428,798
19970101,499,1003,865,321,109,704,908,37,249,28,159,111,50,39,590
19970102,8,727,85,726,419,300,572,613,886,299,534,490,635,115,946
19970103,422,787,18,943,483,264,497,441,70,503,801,542,886,639,69
19970104,378,536,946,203,875,4,572,545,451,373,937,54,400,695,910
19970105,792,161,233,276,324,807,958,346,643,946,498,683,74,306,308
19970106,621,979,255,771,462,987,283,221,694,128,21,365,939,605,666
19970107,535,568,516,427,490,657,778,927,944,138,90,42,899,806,110
19970108,199,888,147,689,387,645,264,934,706,56,233,276,419,246,894
19970109,548,539,936,536,307,1011,280,589,942,1004,6,0,835,990,178
19970110,294,998,492,22,795,251,174,340,897,192,170,639,580,937,503
19970111,493,288,366,534,627,736,375,682,938,592,11,178,900,312,320
19970112,30,381,173,710,852,800,581,213,409,277,732,972,553,539,761
19970113,874,582,604,241,512,858,91,294,78,291,970,803,550,41,258
19970114,131,947,288,380,856,71,415,690,375,895,781,586,254,616,237
19970115,337,225,613,528,490,984,755,629,383,189,1,731,528,631,195
19970116,375,834,158,740,485,887,516,621,778,52,478,701,114,923,882
19970117,858,669,87,869,275,581,663,873,136,744,511,552,28,394,326
19970118,151,739,259,956,321,732,228,269,69,475,227,804,298,875,161
19970119,6,699,444,326,275,947,667,64,927,379,141,634,106,226,356
19970120,408,925,373,1016,131,237,829,960,163,967,880,67,224,1020,436
19970121,717,687,931,325,148,591,553,827,386,609,202,402,748,335,311
19970122,21,656,424,969,406,853,1017,456,397,663,385,67,247,982,175
19970123,808,755,943,335,931,120,1023,575,178,998,693,13,115,683,372
19970124,513,808,420,455,849,241,739,85,46,76,144,678,819,705,640
19970125,799,863,851,199,996,410,682,294,582,194,107,632,238,498,909
19970126,168,772,571,486,184,208,496,864,13,399,773,503,247,97,902
19970127,784,358,538,883,255,22,653,419,917,266,215,995,286,261,53
19970128,162,783,801,796,231,1002,350,361,470,543,281,289,778,127,218
19970129,975,939,256,1014,348,919,208,734,767,259,151,86,197,753,486
19970130,191,795,374,453,789,374,457,94,720,848,256,590,549,685,471
19970131,359,682,98,666,75,469,555,601,902,807,409,500,977,747,475
19970201,300,155,79,112,902,158,604,739,720,463,825,327,768,942,723
19970202,448,16,734,955,111,22,785,831,819,828,464,231,864,814,797
19970203,510,978,884,630,822,168,328,276,892,381,520,339,55,891,894
19970204,796,551,518,82,261,107,304,441,21,441,325,917,536,624,748
19970205,1013,269,755,14,969,321,839,153,559,683,727,709,109,693,818
19970206,450,213,153,903,424,312,347,124,495,261,880,464,193,472,39
19970207,943,249,725,472,1001,201,423,267,703,279,447,382,679,761,674
19970208,114,111,186,68,274,522,643,661,105,467,671,32,162,145,563
19970209,761,463,134,746,987,209,427,767,645,485,992,221,197,1,902
19970210,340,616,925,156,416,950,326,801,839,460,462,222,359,493,868
19970211,630,306,425,229,598,635,754,21,866,735,605,94,974,868,74
19970212,696,505,514,225,487,72,893,591,355,982,409,792,905,404,838
19970213,319,684,9,199,866,197,754,93,803,780,236,830,262,654,671
19970214,737,607,463,315,53,194,22,589,18,182,789,813,153,953,856
19970215,139,112,112,908,418,200,878,411,588,694,1005,27,852,735,700
19970216,212,333,409,770,719,887,75,490,598,665,604,741,398,581,995
19970217,568,280,464,59,429,296,924,539,163,146,708,133,871,940,192
19970218,346,204,702,345,633,703,487,124,569,673,362,304,466,1011,930
19970219,355,637,521,814,717,1010,671,11,231,244,583,657,814,49,496
19970220,613,885,45,384,21,843,597,358,488,553,988,719,953,452,438
19970221,216,537,38,566,681,126,413,1021,702,742,418,270,354,594,320
19970222,393,613,682,57,1020,157,296,343,225,648,803,912,544,16,157
19970223,511,219,328,825,217,22,220,1013,71,551,742,322,989,559,688
19970224,525,253,585,710,1003,689,456,108,874,931,443,19,890,615,823
19970225,989,34,832,505,348,621,560,349,768,1010,139,130,772,234,6
19970226,506,631,481,848,744,763,598,32,630,893,276,93,452,587,381
19970227,999,39,52,272,478,600,49,903,753,188,870,228,624,395,242
19970228,554,448,997,799,494,173,500,159,695,702,197,470,39,1002,636
19970301,102,514,396,146,1017,479,697,95,561,26,811,576,789,140,311
19970302,801,827,163,173,139,747,754,903,629,140,743,215,110,140,156
19970303,137,497,983,355,165,76,920,359,672,897,772,905,966,439,674
19970304,42,151,962,806,684,130,164,221,768,227,241,86,234,456,935
19970305,116,31,938,949,813,839,135,645,688,912,50,187,1004,285,770
19970306,425,24,648,891,823,573,811,186,917,930,580,784,237,947,654
19970307,595,476,940,391,621,990,869,104,689,982,812,420,965,478,964
19970308,170,839,503,342,851,737,669,447,956,718,861,655,763,143,147
19970309,180,31,45,752,323,895,591,266,359,718,681,295,39,310,40
19970310,596,152,117,282,139,857,442,422,610,86,453,719,519,765,797
19970311,862,907,763,50,252,662,79,699,67,1008,507,320,946,91,850
19970312,102,220,35,347,1015,394,521,597,247,42,98,870,756,965,24
19970313,29,159,52,632,816,455,405,331,601,118,14,874,244,970,752
19970314,290,665,1022,773,719,796,279,294,351,899,287,453,875,114,398
19970315,102,520,72,526,55,485,85,288,918,135,551,391,818,307,965
19970316,102,543,795,517,185,668,180,719,974,855,750,628,410,6,926
19970317,216,949,540,230,835,891,290,918,623,765,9,328,292,799,199
19970318,244,879,774,751,883,613,219,705,580,740,204,371,887,712,703
19970319,204,227,678,500,497,48,78,740,761,379,367,421,515,56,549
19970320,320,886,998,580,340,624,181,342,999,857,701,456,544,696,340
19970321,823,782,401,866,941,373,912,655,159,722,119,512,343,122,895
19970322,345,803,585,1006,698,314,432,594,769,780,397,881,849,751,311
19970323,512,34,167,723,817,288,801,431,725,339,309,936,627,580,517
19970324,1012,539,481,297,716,253,325,921,40,219,273,167,315,742,94
19970325,897,369,556,356,406,465,952,376,470,227,12,925,642,921,576
19970326,252,371,506,62,560,841,97,935,1016,852,303,198,276,959,498
19970327,435,954,1004,182,604,672,970,266,126,541,956,775,693,104,650
19970328,96,768,319,674,823,578,170,45,189,348,894,326,980,352,792
19970329,354,206,125,912,103,357,895,78,968,222,663,105,204,210,675
19970330,375,623,1008,202,123,945,323,438,276,102,207,205,275,753,118
19970331,107,572,520,1021,177,292,218,587,398,615,922,817,69,428,891
19970401,889,239,733,59,295,630,160,355,845,190,805,441,493,366,806
19970402,426,175,458,103,880,947,169,1010,216,140,265,467,738,313,96
19970403,873,796,430,946,255,153,186,144,117,160,583,862,422,542,928
19970404,783,572,576,660,15,215,904,14,169,864,579,238,463,600,579
19970405,91,14,558,173,424,79,499,598,297,593,508,182,138,629,860
19970406,63,30,425,1007,204,138,204,523,849,774,322,752,47,471,271
19970407,869,988,219,534,59,827,955,947,154,2,784,673,125,470,826
19970408,162,16,59,644,401,771,772,73,873,766,509,324,990,29,32
19970409,429,79,285,989,488,120,391,199,831,977,987,1002,53,415,745
19970410,977,295,996,307,894,955,806,677,845,139,1005,214,872,304,143
19970411,777,765,920,714,450,470,347,790,104,280,259,860,627,821,176
19970412,322,294,995,76,621,113,13,81,9,688,39,442,480,122,227
19970413,43,462,60,223,455,17,419,468,496,451,143,826,314,127,293
19970414,130,761,462,852,283,407,523,360,194,804,126,18,47,235,411
19970415,158,455,311,746,182,368,404,788,187,948,779,816,70,855,364
19970416,286,335,826,768,610,46,171,202,456,505,80,401,128,244,604
19970417,952,167,681,777,1004,664,470,819,313,352,881,86,472,231,83
19970418,86,484,251,11,605,296,169,267,856,550,1022,388,739,561,281
19970419,429,399,344,709,935,256,962,715,149,983,446,683,637,1012,168
19970420,918,953,741,618,104,742,194,410,612,766,1019,743,861,1005,1013
19970421,732,766,109,145,1022,626,521,332,76,561,486,616,738,736,40
19970422,62,16,916,494,162,465,420,948,1000,714,582,482,1,185,71
19970423,745,157,987,918,997,313,255,465,959,257,979,755,957,383,460
19970424,912,333,245,176,246,192,272,656,208,406,592,679,282,666,382
19970425,551,368,733,369,519,689,707,547,47,691,823,209,1012,993,648
19970426,903,628,780,451,909,205,254,842,571,57,215,858,515,564,540
19970427,171,853,771,178,520,668,1012,740,1,101,623,160,33,731,155
19970428,405,573,952,966,167,357,359,387,328,918,195,915,44,799,492
19970429,831,404,247,1022,710,146,185,559,794,927,54,126,38,370,101
19970430,62,162,511,716,961,249,579,944,385,971,513,961,858,501,2
19970501,233,1010,277,597,365,637,774,538,268,209,993,157,915,361,552
19970502,952,602,989,175,489,727,861,920,775,679,327,934,8,312,899
19970503,594,275,131,313,591,88,570,921,842,23,398,898,260,161,877
19970504,26,257,231,467,771,0,110,41,174,357,981,252,747,878,580
19970505,538,711,9,51,622,946,520,417,715,174,85,667,634,572,627
19970506,952,200,266,564,216,664,260,944,980,2,456,982,794,611,879
19970507,101,600,389,354,303,33,391,339,1003,101,329,172,394,783,222
19970508,342,592,296,2,654,211,1000,401,11,586,94,999,388,697,712
19970509,304,264,854,602,457,294,571,486,376,164,370,125,60,944,574
19970510,965,91,910,343,127,50,678,381,556,605,886,950,656,440,825
19970511,1001,708,112,119,647,974,60,430,13,37,641,467,802,887,855
19970512,648,238,35,532,515,257,366,621,692,1004,113,128,97,355,95
19970513,343,649,788,450,50,265,914,347,914,33,737,320,598,162,1015
19970514,7,523,133,150,118,427,47,190,319,860,538,258,1009,656,692
19970515,818,657,837,555,71,758,239,877,960,469,642,365,343,135,627
19970516,906,511,882,968,165,1023,72,842,751,2,116,293,329,62,282
19970517,822,82,676,557,702,856,88,355,357,281,379,429,90,963,699
19970518,1016,686,722,443,307,314,56,246,592,241,876,652,933,43,477
19970519,963,650,797,309,813,425,385,786,375,979,338,208,364,240,46
19970520,758,485,549,393,366,689,265,231,165,256,601,576,627,776,379
19970521,481,674,948,416,845,605,409,462,410,525,71,803,134,401,53
19970522,956,162,512,335,158,221,656,80,882,543,211,438,928,392,993
19970523,687,1014,685,450,637,365,420,848,486,891,346,248,423,972,34
19970524,774,618,299,127,667,99,653,334,752,167,216,1008,394,786,987
19970525,47,793,758,514,425,139,837,397,174,864,243,502,361,488,97
19970526,713,827,706,417,892,948,929,983,637,816,550,53,194,379,964
19970527,233,992,637,355,941,942,695,770,420,956,111,693,733,564,717
19970528,569,478,683,772,699,644,23,205,857,547,657,301,758,837,814
19970529,667,139,582,32,821,939,135,420,624,374,726,1013,601,126,845
19970530,177,440,647,952,710,716,727,810,572,470,909,420,32,178,526
19970531,764,1000,38,54,39,999,640,384,567,176,756,594,838,807,40
19970601,418,438,523,186,938,186,480,58,553,538,476,699,224,180,472
19970602,799,82,68,224,1010,80,876,932,294,651,411,950,301,782,823
19970603,457,898,695,993,986,270,265,235,611,983,359,373,384,974,967
19970604,406,141,226,187,534,547,643,147,323,547,901,98,145,384,792
19970605,817,456,118,758,887,325,536,836,901,865,976,945,372,671,826
19970606,92,536,251,483,141,705,592,580,368,933,63,180,792,353,547
19970607,1000,282,268,247,938,20,117,247,400,561,377,382,505,228,393
19970608,86,965,418,915,173,100,482,827,677,979,639,204,133,197,962
19970609,588,553,95,727,684,368,187,614,383,602,234,954,430,92,918
19970610,164,861,763,662,827,520,956,150,815,348,557,274,691,310,892
19970611,131,391,622,415,511,805,146,383,102,282,848,972,848,135,601
19970612,395,204,581,740,43,1010,88,858,969,755,107,663,389,238,803
19970613,688,663,34,435,1009,40,244,961,329,905,586,259,98,533,855
19970614,888,819,814,288,910,546,157,450,970,8,965,772,541,449,978
19970615,845,291,873,734,919,730,192,666,488,719,909,177,956,785,114
19970616,682,494,175,256,535,177,583,792,456,972,316,917,218,863,213
19970617,462,365,560,880,996,541,629,370,443,709,826,608,395,148,710
19970618,36,31,49,780,307,799,175,996,509,673,693,162,266,919,452
19970619,490,44,930,805,613,178,315,556,607,37,167,1019,606,6,691
19970620,236,862,21,516,367,172,204,629,394,545,524,979,497,75,733
19970621,698,654,723,865,636,567,640,957,830,238,831,76,561,958,452
19970622,38,425,697,835,259,919,648,888,537,549,739,870,401,234,567
19970623,324,566,538,399,465,669,669,723,976,1000,291,933,732,547,88
19970624,374,488,299,200,845,910,93,857,552,192,715,821,809,582,852
19970625,767,649,154,359,119,811,569,221,778,268,698,788,460,229,847
19970626,844,417,480,295,266,21,891,72,264,489,567,152,901,802,161
19970627,405,739,877,31,119,439,218,89,339,921,833,212,127,536,1005
19970628,420,988,306,897,599,927,417,901,899,669,82,495,6,683,460
19970629,722,1002,946,754,310,453,136,0,667,233,360,398,325,909,653
19970630,110,961,429,663,36,951,727,3,840,971,339,132,251,193,44
